job_ID,job,location,company_id,company_name,work_type,full_time_remote,no_of_employ,no_of_application,posted_day_ago,alumni,Hiring_person,linkedin_followers,hiring_person_link,job_details
3476297313,Lead Developer,"Delhi, Delhi, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",Hours,11 Hours,3 Company Alumni,Ekaterina Costyshko,Unknown,Https://Www.Linkedin.Com/In/Ekaterina-Costyshko-1A532020A,"About The Job We Are Looking For .Net Developers With Strong Aws/Azure Or Angular/React. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. Currently We Are Looking For A Remote Lead Developer With .Net To Join Our Global Team. The Customer Is A World Leading Global Provider Of Market Intelligence, Deal Execution Platforms, And Investor Communication Tools To Investment Banks And Corporations Around The World. Responsibilities Designing, Implementing Of New Requirements And Maintenance, Extending Of Existing Codebaseworking With Team Motivation And Attritioninterviewing And Onboarding New Team Membersreversing Engineering Of Existing Codecommunicating With Customer And Other Teams Requirements B2+ Level Of Englishsolid Knowledge Of .Net Framework, .Net Core / .Netstandard 2.0Expert Understanding Of Aws (Sqs, Sns, S3, Kms, Ec2), Rest Api, Ms Sqlknowledge Of Autofac, Ninject, Fakeiteasyat Least 5 Years Of Working Experience Nice To Have Knowledge Of Asp.Net Web Apiknowledge Of Angular, Typescriptexperience With Ci/Cd, Hangfirefamiliar With Rabbitmq, Nservicebus We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476294751,Lead Developer,"Delhi, Delhi, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",Hours,11 Hours,3 Company Alumni,Ekaterina Costyshko,Unknown,Https://Www.Linkedin.Com/In/Ekaterina-Costyshko-1A532020A,"About The Job We Are Looking For .Net Developers With Strong Aws/Azure Or Angular/React. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. Currently We Are Looking For A Remote Lead Developer With .Net To Join Our Global Team. The Customer Is A World Leading Global Provider Of Market Intelligence, Deal Execution Platforms, And Investor Communication Tools To Investment Banks And Corporations Around The World. Responsibilities Designing, Implementing Of New Requirements And Maintenance, Extending Of Existing Codebaseworking With Team Motivation And Attritioninterviewing And Onboarding New Team Membersreversing Engineering Of Existing Codecommunicating With Customer And Other Teams Requirements B2+ Level Of Englishsolid Knowledge Of .Net Framework, .Net Core / .Netstandard 2.0Expert Understanding Of Aws (Sqs, Sns, S3, Kms, Ec2), Rest Api, Ms Sqlknowledge Of Autofac, Ninject, Fakeiteasyat Least 5 Years Of Working Experience Nice To Have Knowledge Of Asp.Net Web Apiknowledge Of Angular, Typescriptexperience With Ci/Cd, Hangfirefamiliar With Rabbitmq, Nservicebus We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476608899,Financial Accountant,"Lucknow, Uttar Pradesh, India",,Ss Technologies,Unknown,Full-Time,1-10 Employees,Hours,8 Hours,Unknown,Ss Technologies,9 Followers,Https://Www.Linkedin.Com/In/Ss-Technologies-771183240,"About The Job The Ideal Candidate Is Responsible For The Coordination And Execution Of Account Reconciliations, Budget Compilation, And Back-Up To The Accounts Payable Function. Responsibilitiesmaintain The General Ledger By Processing All Company Invoices, Payments, And Purchasesreview And Verify Accuracy Of Financial And Contract Paperwork And Processessummarize And Prepare Financial Records And Statements For External Reporting Qualificationsassociate'S Degree Or Equivalent Experience In Accounting1+ Years' Accounting Experiencehighly Organized With Excellent Attention To Detailshould Have Good Knowledge Of Tally."
3476299512,Lead Consultant,"Indore, Madhya Pradesh, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",3,11 Hours,3 Company Alumni,Aliaksandra Shauchuk,"450,255 Followers",Https://Www.Linkedin.Com/In/Aliaksandra-Shauchuk-961A0520A,"About The Job We Are Looking For Java Developers With Strong Knowledge Aws Or React/Only. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. We Are Currently Looking For A Remote Lead Consultant With Proficiency In Java And Profound Knowledge Of The Related Technology Stack To Join Our Team. The Customer Is A Leading Agriculture Company Helping To Improve Global Food Security By Enabling Millions Of Farmers To Make Better Use Of Available Resources. Through World Class Science And Innovative Crop Solutions Company Commits To Rescuing Land From Degradation, Enhancing Biodiversity And Revitalizing Rural Communities. Responsibilities Consult The Customer And Epam On Veeva Vault Custom Integrations And Document Flowsimplement New Integrations And Flowsbe Hands-On Expert In Veeva Vault Technologydrive Projects Utilizing Offshore Epam Resources Requirements 5+ Years Of Experience With Javaprofound Knowledge Of The Related Technology Stackpast Experience With Veeva Vault As Developer And Consultantexpert Understanding Of Veeva Vault Fundamentals, Apis And Integrationsexpert Level Of Spoken And Written English (C1+)1+ Year Of Relevant Leadership Experience We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476293064,Senior Automation Tester,"Gurugram, Haryana, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",Hours,10 Hours,3 Company Alumni,Unknown,"450,256 Followers",Unknown,"About The Job We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. Currently, We Are Looking For A Remote Senior Automation Tester In Js To Join Our Team. The Customer Is A World-Leading Global Provider Of Market Intelligence, Deal Execution Platforms, And Investor Communication Tools To Investment Banks And Corporations Around The World. Responsibilities Create Overall Automation Approach And Provide Ongoing Effort Estimations To Build Out Tests For Each User Story For Sprintdemonstrable Experience Building Deterministic, Repeatable Tests That Assert Business Specificationsclosely Working With Po/Dev And Work Toward Signing Off The Storiesproactively Learn New Languages, Libraries, And Platforms As Needed. Adapt Quickly To Changing Requirementsleverage Frameworks For Contract Testing (Eg Pact / Dredd Or Equivalent)Implement The Above Frameworks In Ci/Cd Environments / Nightly Runs In Teamcity/ Gitlab Or Equivalentmaintain And Contribute To Existing Frameworkimplement Shift-Left Approach And Execute System Under Test Using Api Test-Doubles/Virtualization Requirements Must Have Strong Experience Working With Test Automation Frameworks, For Example Protractor/Webdriver Io/Playwright/Puppeteerminimum 3+ Years Of Experience In Automation Scriptingmust Have Exposure To Microservice Testingmust Have Knowledge Of Mocks/Stubs/Service Virtualizationmust Be Prepared To Be A Hands-On Contributorpractical Experience With Automated Testing Of Restful Apisstrong Programming Skills/Postman/Db Knowledgeexperience In Version Control Example Git, Bitbucket Or Any Otherability To Define Appropriate Testing Approaches For Given Requirementsknowledge Of Javascript Frameworks Such As Nodejs, Angular And Typescript Nice To Have Experience In Testing Distributed, Service-Oriented Systems Will Be A Plusexperience In Docker Would Be A Plusexperience In Cloud Technologies Would Be A Plus We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476297686,Lead Consultant,"Thane, Maharashtra, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",2,11 Hours,3 Company Alumni,Aliaksandra Shauchuk,Unknown,Https://Www.Linkedin.Com/In/Aliaksandra-Shauchuk-961A0520A,"About The Job We Are Looking For Java Developers With Strong Knowledge Aws Or React/Only. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. We Are Currently Looking For A Remote Lead Consultant With Proficiency In Java And Profound Knowledge Of The Related Technology Stack To Join Our Team. The Customer Is A Leading Agriculture Company Helping To Improve Global Food Security By Enabling Millions Of Farmers To Make Better Use Of Available Resources. Through World Class Science And Innovative Crop Solutions Company Commits To Rescuing Land From Degradation, Enhancing Biodiversity And Revitalizing Rural Communities. Responsibilities Consult The Customer And Epam On Veeva Vault Custom Integrations And Document Flowsimplement New Integrations And Flowsbe Hands-On Expert In Veeva Vault Technologydrive Projects Utilizing Offshore Epam Resources Requirements 5+ Years Of Experience With Javaprofound Knowledge Of The Related Technology Stackpast Experience With Veeva Vault As Developer And Consultantexpert Understanding Of Veeva Vault Fundamentals, Apis And Integrationsexpert Level Of Spoken And Written English (C1+)1+ Year Of Relevant Leadership Experience We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476297676,Lead Consultant,"Mumbai, Maharashtra, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",1,11 Hours,3 Company Alumni,Aliaksandra Shauchuk,"450,257 Followers",Https://Www.Linkedin.Com/In/Aliaksandra-Shauchuk-961A0520A,"About The Job We Are Looking For Java Developers With Strong Knowledge Aws Or React/Only. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. We Are Currently Looking For A Remote Lead Consultant With Proficiency In Java And Profound Knowledge Of The Related Technology Stack To Join Our Team. The Customer Is A Leading Agriculture Company Helping To Improve Global Food Security By Enabling Millions Of Farmers To Make Better Use Of Available Resources. Through World Class Science And Innovative Crop Solutions Company Commits To Rescuing Land From Degradation, Enhancing Biodiversity And Revitalizing Rural Communities. Responsibilities Consult The Customer And Epam On Veeva Vault Custom Integrations And Document Flowsimplement New Integrations And Flowsbe Hands-On Expert In Veeva Vault Technologydrive Projects Utilizing Offshore Epam Resources Requirements 5+ Years Of Experience With Javaprofound Knowledge Of The Related Technology Stackpast Experience With Veeva Vault As Developer And Consultantexpert Understanding Of Veeva Vault Fundamentals, Apis And Integrationsexpert Level Of Spoken And Written English (C1+)1+ Year Of Relevant Leadership Experience We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476297683,Lead Consultant,"Nagpur, Maharashtra, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",1,11 Hours,3 Company Alumni,Aliaksandra Shauchuk,"450,257 Followers",Https://Www.Linkedin.Com/In/Aliaksandra-Shauchuk-961A0520A,"About The Job We Are Looking For Java Developers With Strong Knowledge Aws Or React/Only. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. We Are Currently Looking For A Remote Lead Consultant With Proficiency In Java And Profound Knowledge Of The Related Technology Stack To Join Our Team. The Customer Is A Leading Agriculture Company Helping To Improve Global Food Security By Enabling Millions Of Farmers To Make Better Use Of Available Resources. Through World Class Science And Innovative Crop Solutions Company Commits To Rescuing Land From Degradation, Enhancing Biodiversity And Revitalizing Rural Communities. Responsibilities Consult The Customer And Epam On Veeva Vault Custom Integrations And Document Flowsimplement New Integrations And Flowsbe Hands-On Expert In Veeva Vault Technologydrive Projects Utilizing Offshore Epam Resources Requirements 5+ Years Of Experience With Javaprofound Knowledge Of The Related Technology Stackpast Experience With Veeva Vault As Developer And Consultantexpert Understanding Of Veeva Vault Fundamentals, Apis And Integrationsexpert Level Of Spoken And Written English (C1+)1+ Year Of Relevant Leadership Experience We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476295796,Senior Automation Tester,"Delhi, Delhi, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",Hours,10 Hours,3 Company Alumni,Unknown,"450,257 Followers",Unknown,"About The Job We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. Currently, We Are Looking For A Remote Senior Automation Tester With Strong Fluency In Linux Environments, Good Understanding On Computer Network And Familiar With Middleware Systems To Join Our Team. The Customer Is A California-Based Private Cloud Solutions Company Focused On Secure File Sharing And Collaboration. Users Are Able To Access, Edit, And Share Enterprise Content From Any Device While Maintaining Compliance And Security. Responsibilities Review And Analyze System Specifications Collaborate With Qa & System Teams To Develop Effective Test Plan And Strategies Execute System And Integration Testing And Analyze Results Report Bugs And Errors To Development Teams Help Troubleshoot Issues Work Across Teams To Ensure Quality Throughout The Sdlc Other Ad-Hoc Duties Related To Automation, Qa And Testing Requirements Minimum 3 Years Of Experience As A Automation Tester Or Similar Role Strong Fluency In Linux Environments Is A Must Good Understanding On Computer Network Strong Fluency In Scripting Using Bash, Python, Or Ruby Familiar With Vmware, Amazon Web Services (Aws), Azure Or Other Virtualization Familiar With Middleware Systems (Db Management, Job Queue) Willing To Learn New Technology Experience In Qa Methodologies, Tools And Processes Working Knowledge Of Test And Project Management Software, Version Control System (Such As Testrail, Jira, Git) Proficient English (Written And Spoken) B2 We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
3476678023,Sitecore Developer,"Gurgaon, Haryana, India",,Binmile Technologies,On-Site,Full-Time,201-500 Employees,5,3 Hours,Unknown,Kapil Goswami,"7,882 Followers",Https://Www.Linkedin.Com/In/Kapil-Goswami-2A94176,"About The Job This Job Is Sourced From A Job Board. Learn More Responsibilities Lead And Participate In The Introduction And Implementation Of New Technologies And Frameworksdevelop Project Deliverables, Proof-Of-Concepts, And Pilot New Technologiesensures Quality Code Delivery From The Team Members And Vendors, Including Code Review, Verification Against Best Practice, And Quality Testinginteracting Extensively In All Phases Of The Web Development Life Cycleassisting In The Architecture Of Web-Based Applicationsdeveloping Technical Solutions That Map To User And Business Requirements And Deliver Value For The Needs Of The Engagement/Clientapplying Best Practices To Optimise Performance For Improved Scalability And User Experienceworking Closely With Team Members From Other Departments To Implement Solutions And Solve Problemsimplement Security Configuration Using Groups, Roles And Permissions Desired Skills And Experience Net,Asp.Net,C#,Vb.Net"
3476290920,Lead.Net Developer,"Visakhapatnam, Andhra Pradesh, India",,Epam Anywhere,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",Hours,11 Hours,3 Company Alumni,Unknown,Unknown,Unknown,"About The Job We Are Looking For .Net Developers With Strong Aws/Azure Or Angular/React. We Would Be Happy To Consider Your Applications If You Are Willing To Join Epam Anywhere By 15 March 2023 Inclusively. Applications With Later Onboarding Dates Will Not Be Considered. We Are Looking For The Candidates With 4+ Years Of Experience. Are You A Tech Professional Looking For Remote Work In A Global Setting? If Yes, This Job Is For You. Welcome To Epam Anywhere - A Global Job Platform Offering Remote Work Opportunities In The Technology Sector. Join Us To Build A Career Around Your Lifestyle Working On Modern Projects For Global Brands And Exciting Startups. Currently, We Are Looking For A Remote Lead .Net Developer To Join Our Team. Responsibilities Design, Build, Develop And Maintain Scalable And Flexible Apis, Microservices And Sdks To Be Consumed By Applications Running In A Front End-Agnostic Environment. Challenges Such As Creating Services Enforcing Patterns Such As Bff Will Be Part Of Your Daily Routineprovide Expertise In Developing Elegant, Scalable, Efficient Application Logic And Data Manipulationdeliver Quality Code By Applying Development Patterns And Practices, Leveraging Tdd Methodology And Supporting Test Automationparticipate In Architecture And Design To Enable Delivery Of Highly Scalable, Secure And Performant Systemsensure That All The Deliverables Are Front End-Agnostic Requirements 5+ Years Of .Net Experienceproficiency With The Following Development Stack: C#, Webapi, Asp.Net, .Net Core, Entity Framework, Rdbms, Graphql, Swagger, Nosql Would Be A Plus (Document-Based)Excellent Understanding And Vast Hands-On Experience With Distributed Platformsin-Depth Knowledge Of Microservices Patterns Such As Acl, Sidecar, Api Gateway, Bff, Among Othershands-On Experience With Automated Unit Testing, Test-Driven Development And Ci/Cd Pipelinesreal Experience Defining Api Strategies Including Documentation (Swagger/Open Api), Production And Consumption, Versioning And Throttlingexperience On Blue/Green And Canary Deploymentsexperience Using Git And Branching Modelsexperience Working In An Agile Environment Following Scrum1+ Years Of Leadership Experience Nice To Have Familiarity With Event-Driven Architectures, Event Sourcing, Cqrs, Async Messagingexperience In Saas And On-Premise For Windows Deploymentshands-On Experience With Caas Knowledge Of Infrastructure Concepts E.G. Systems, Storage, Network, Load Balancing, Firewall Etc.Familiarity With Api Gateways (E.G. Kong, Wso2, Axway, Apigee, So On)Kubernetes Or Openshift Experience We Offer Insurance Coverage Paid Leaves – Including Maternity, Bereavement, Paternity, And Special Covid-19 Leaves. Financial Assistance For Medical Crisis Retiral Benefits – Vpf And Nps Customized Mindfulness And Wellness Programs Epam Hobby Clubshybrid Work Model Soft Loans To Set Up Workspace At Home Stable Workload Relocation Opportunities With ‘Epam Without Borders’ Programcertification Trainings For Technical And Soft Skills Access To Unlimited Linkedin Learning Platform Access To Internal Learning Programs Set Up By World Class Trainers Community Networking And Idea Creation Platforms Mentorship Programs Self-Driven Career Progression Tool This Is A Remote Position And We Welcome Applications From Anywhere In India Once You Apply, You'Ll Receive A Confirmation Email With A Link To Epam Anywhere Platform. Sign Up With This Link To Automate Your Prescreening, Be Able To Monitor Your Application Statuses, And Enjoy A Faster Job Application Process. We Accept Cvs Only In English. Please Note That Even Though You Are Applying For This Position, You May Be Offered Other Projects To Join Within Epam Anywhere. Epam Anywhere Is A Part Of Epam Systems, Inc. (Nyse: Epam). Since 1993, Epam Has Leveraged Its Advanced Software Engineering Heritage To Become The Foremost Global Digital Transformation Services Provider."
