Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
Aut,Austria,2000,20-24 Years,Female,72,31.1
Aut,Austria,2000,20-24 Years,Both,325,69.2
Aut,Austria,2000,25-29 Years,Male,258,93.1
Aut,Austria,2000,25-29 Years,Female,88,31.4
Aut,Austria,2000,25-29 Years,Both,346,62.1
Aut,Austria,2000,30-34 Years,Male,337,97.5
Aut,Austria,2000,30-34 Years,Female,146,43.2
Aut,Austria,2000,30-34 Years,Both,483,70.7
Aut,Austria,2000,35-39 Years,Male,520,146.3
Aut,Austria,2000,35-39 Years,Female,241,70.3
Aut,Austria,2000,35-39 Years,Both,762,109.0
Aut,Austria,2000,40-44 Years,Male,714,232.5
Aut,Austria,2000,40-44 Years,Female,372,123.3
Aut,Austria,2000,40-44 Years,Both,1086,178.4
Aut,Austria,2000,45-49 Years,Male,953,372.6
Aut,Austria,2000,45-49 Years,Female,508,197.8
Aut,Austria,2000,45-49 Years,Both,1461,285.0
Aut,Austria,2000,50-54 Years,Male,1534,626.7
Aut,Austria,2000,50-54 Years,Female,790,319.4
Aut,Austria,2000,50-54 Years,Both,2325,472.2
Aut,Austria,2000,55-59 Years,Male,2187,920.2
Aut,Austria,2000,55-59 Years,Female,1090,437.4
Aut,Austria,2000,55-59 Years,Both,3278,673.1
Aut,Austria,2000,60-64 Years,Male,2851,1427.8
Aut,Austria,2000,60-64 Years,Female,1399,648.0
Aut,Austria,2000,60-64 Years,Both,4250,1022.7
Aut,Austria,2000,65-69 Years,Male,3735,2399.2
Aut,Austria,2000,65-69 Years,Female,1933,1050.8
Aut,Austria,2000,65-69 Years,Both,5668,1668.8
Aut,Austria,2000,70-74 Years,Male,5107,3718.8
Aut,Austria,2000,70-74 Years,Female,3599,1883.9
Aut,Austria,2000,70-74 Years,Both,8706,2651.3
Aut,Austria,2000,75-79 Years,Male,5823,6073.0
Aut,Austria,2000,75-79 Years,Female,6792,3518.6
Aut,Austria,2000,75-79 Years,Both,12615,4366.4
Aut,Austria,2000,80+ Years,Male,10966,14310.5
Aut,Austria,2000,80+ Years,Female,23298,11578.1
Aut,Austria,2000,80+ Years,Both,34264,12331.6
Aut,Austria,2000,All Ages,Male,35757,924.0
Aut,Austria,2000,All Ages,Female,40649,984.0
Aut,Austria,2000,All Ages,Both,76406,955.0
Aut,Austria,2010,0-6 Days,Male,81,11171.4
Aut,Austria,2010,0-6 Days,Female,63,9157.4
Aut,Austria,2010,0-6 Days,Both,145,10190.6
Aut,Austria,2010,7-27 Days,Male,27,1228.5
Aut,Austria,2010,7-27 Days,Female,21,1019.2
Aut,Austria,2010,7-27 Days,Both,48,1126.6
Aut,Austria,2010,28-364 Days,Male,61,172.8
Aut,Austria,2010,28-364 Days,Female,45,133.8
Aut,Austria,2010,28-364 Days,Both,105,153.8
Aut,Austria,2010,1-4 Years,Male,33,21.4
Aut,Austria,2010,1-4 Years,Female,25,17.2
Aut,Austria,2010,1-4 Years,Both,59,19.4
Aut,Austria,2010,5-9 Years,Male,20,9.8
Aut,Austria,2010,5-9 Years,Female,16,8.2
Aut,Austria,2010,5-9 Years,Both,37,9.0
Aut,Austria,2010,10-14 Years,Male,28,12.4
Aut,Austria,2010,10-14 Years,Female,17,8.0
Aut,Austria,2010,10-14 Years,Both,45,10.2
Aut,Austria,2010,15-19 Years,Male,156,61.6
Aut,Austria,2010,15-19 Years,Female,60,24.9
Aut,Austria,2010,15-19 Years,Both,215,43.7
Aut,Austria,2010,20-24 Years,Male,213,82.9
Aut,Austria,2010,20-24 Years,Female,64,25.6
Aut,Austria,2010,20-24 Years,Both,277,54.7
Aut,Austria,2010,25-29 Years,Male,188,68.4
Aut,Austria,2010,25-29 Years,Female,69,25.2
Aut,Austria,2010,25-29 Years,Both,257,46.9
Aut,Austria,2010,30-34 Years,Male,207,77.9
Aut,Austria,2010,30-34 Years,Female,83,31.5
Aut,Austria,2010,30-34 Years,Both,289,54.8
Aut,Austria,2010,35-39 Years,Male,311,105.5
Aut,Austria,2010,35-39 Years,Female,133,44.5
Aut,Austria,2010,35-39 Years,Both,443,74.8
Aut,Austria,2010,40-44 Years,Male,550,155.9
Aut,Austria,2010,40-44 Years,Female,278,80.4
Aut,Austria,2010,40-44 Years,Both,829,118.5
Aut,Austria,2010,45-49 Years,Male,984,277.0
Aut,Austria,2010,45-49 Years,Female,485,139.6
Aut,Austria,2010,45-49 Years,Both,1469,209.0
Aut,Austria,2010,50-54 Years,Male,1427,474.1
Aut,Austria,2010,50-54 Years,Female,728,240.6
Aut,Austria,2010,50-54 Years,Both,2155,357.0
Aut,Austria,2010,55-59 Years,Male,1977,810.0
Aut,Austria,2010,55-59 Years,Female,983,387.2
Aut,Austria,2010,55-59 Years,Both,2960,594.5
Aut,Austria,2010,60-64 Years,Male,2520,1121.0
Aut,Austria,2010,60-64 Years,Female,1250,522.0
Aut,Austria,2010,60-64 Years,Both,3769,812.1
Aut,Austria,2010,65-69 Years,Male,3937,1888.1
Aut,Austria,2010,65-69 Years,Female,2157,916.2
Aut,Austria,2010,65-69 Years,Both,6094,1372.6
Aut,Austria,2010,70-74 Years,Male,4180,2520.5
Aut,Austria,2010,70-74 Years,Female,2542,1286.6
Aut,Austria,2010,70-74 Years,Both,6722,1849.6
Aut,Austria,2010,75-79 Years,Male,5553,4927.4
Aut,Austria,2010,75-79 Years,Female,4329,2779.4
Aut,Austria,2010,75-79 Years,Both,9882,3681.1
Aut,Austria,2010,80+ Years,Male,14620,11170.4
Aut,Austria,2010,80+ Years,Female,26846,9551.1
Aut,Austria,2010,80+ Years,Both,41466,10065.6
Aut,Austria,2010,All Ages,Male,37073,911.7
Aut,Austria,2010,All Ages,Female,40193,939.9
Aut,Austria,2010,All Ages,Both,77266,926.2
Aze,Azerbaijan,1970,0-6 Days,Male,3069,212270.0
Aze,Azerbaijan,1970,0-6 Days,Female,2430,178564.5
Aze,Azerbaijan,1970,0-6 Days,Both,5500,195927.6
Aze,Azerbaijan,1970,7-27 Days,Male,2067,49211.0
Aze,Azerbaijan,1970,7-27 Days,Female,1604,40437.7
Aze,Azerbaijan,1970,7-27 Days,Both,3671,44949.5
Aze,Azerbaijan,1970,28-364 Days,Male,6358,9882.5
Aze,Azerbaijan,1970,28-364 Days,Female,5459,8970.7
Aze,Azerbaijan,1970,28-364 Days,Both,11817,9439.3
Aze,Azerbaijan,1970,1-4 Years,Male,5203,1980.1
Aze,Azerbaijan,1970,1-4 Years,Female,2935,1165.0
Aze,Azerbaijan,1970,1-4 Years,Both,8137,1581.1
Aze,Azerbaijan,1970,5-9 Years,Male,1025,244.1
Aze,Azerbaijan,1970,5-9 Years,Female,752,187.2
Aze,Azerbaijan,1970,5-9 Years,Both,1777,216.2
Aze,Azerbaijan,1970,10-14 Years,Male,517,142.1
Aze,Azerbaijan,1970,10-14 Years,Female,297,86.3
Aze,Azerbaijan,1970,10-14 Years,Both,813,115.0
Aze,Azerbaijan,1970,15-19 Years,Male,453,187.0
Aze,Azerbaijan,1970,15-19 Years,Female,242,106.5
Aze,Azerbaijan,1970,15-19 Years,Both,696,148.0
Aze,Azerbaijan,1970,20-24 Years,Male,419,287.0
Aze,Azerbaijan,1970,20-24 Years,Female,236,156.9
Aze,Azerbaijan,1970,20-24 Years,Both,654,221.0
Aze,Azerbaijan,1970,25-29 Years,Male,374,335.0
Aze,Azerbaijan,1970,25-29 Years,Female,239,193.1
Aze,Azerbaijan,1970,25-29 Years,Both,613,260.4
Aze,Azerbaijan,1970,30-34 Years,Male,771,394.5
Aze,Azerbaijan,1970,30-34 Years,Female,486,231.4
Aze,Azerbaijan,1970,30-34 Years,Both,1257,310.0
Aze,Azerbaijan,1970,35-39 Years,Male,861,504.0
Aze,Azerbaijan,1970,35-39 Years,Female,473,284.9
Aze,Azerbaijan,1970,35-39 Years,Both,1334,396.1
Aze,Azerbaijan,1970,40-44 Years,Male,1008,682.4
Aze,Azerbaijan,1970,40-44 Years,Female,525,361.3
Aze,Azerbaijan,1970,40-44 Years,Both,1533,523.2
Aze,Azerbaijan,1970,45-49 Years,Male,695,978.4
Aze,Azerbaijan,1970,45-49 Years,Female,467,496.0
Aze,Azerbaijan,1970,45-49 Years,Both,1163,703.4
Aze,Azerbaijan,1970,50-54 Years,Male,642,1447.2
Aze,Azerbaijan,1970,50-54 Years,Female,514,735.5
Aze,Azerbaijan,1970,50-54 Years,Both,1156,1011.7
Aze,Azerbaijan,1970,55-59 Years,Male,1214,2075.1
Aze,Azerbaijan,1970,55-59 Years,Female,1021,1048.9
Aze,Azerbaijan,1970,55-59 Years,Both,2235,1434.3
Aze,Azerbaijan,1970,60-64 Years,Male,1614,3165.4
Aze,Azerbaijan,1970,60-64 Years,Female,1447,1736.1
Aze,Azerbaijan,1970,60-64 Years,Both,3060,2278.6
Aze,Azerbaijan,1970,65-69 Years,Male,1720,4518.3
Aze,Azerbaijan,1970,65-69 Years,Female,1840,2681.6
Aze,Azerbaijan,1970,65-69 Years,Both,3560,3336.8
Aze,Azerbaijan,1970,70-74 Years,Male,1852,6687.2
Aze,Azerbaijan,1970,70-74 Years,Female,1858,4403.5
Aze,Azerbaijan,1970,70-74 Years,Both,3710,5308.4
Aze,Azerbaijan,1970,75-79 Years,Male,1702,9598.9
Aze,Azerbaijan,1970,75-79 Years,Female,1733,6892.2
Aze,Azerbaijan,1970,75-79 Years,Both,3436,8011.6
Aze,Azerbaijan,1970,80+ Years,Male,3695,16726.9
Aze,Azerbaijan,1970,80+ Years,Female,5911,14064.3
Aze,Azerbaijan,1970,80+ Years,Both,9606,14981.6
Aze,Azerbaijan,1970,All Ages,Male,35259,1432.9
Aze,Azerbaijan,1970,All Ages,Female,30469,1167.7
Aze,Azerbaijan,1970,All Ages,Both,65729,1296.4
Aze,Azerbaijan,1980,0-6 Days,Male,2389,156146.3
Aze,Azerbaijan,1980,0-6 Days,Female,1898,131829.7
Aze,Azerbaijan,1980,0-6 Days,Both,4287,144356.4
Aze,Azerbaijan,1980,7-27 Days,Male,1254,27937.2
Aze,Azerbaijan,1980,7-27 Days,Female,937,22119.9
Aze,Azerbaijan,1980,7-27 Days,Both,2190,25115.8
Aze,Azerbaijan,1980,28-364 Days,Male,4053,5896.1
Aze,Azerbaijan,1980,28-364 Days,Female,3476,5353.7
Aze,Azerbaijan,1980,28-364 Days,Both,7529,5632.6
Aze,Azerbaijan,1980,1-4 Years,Male,2556,964.0
Aze,Azerbaijan,1980,1-4 Years,Female,1363,541.1
Aze,Azerbaijan,1980,1-4 Years,Both,3919,757.9
Aze,Azerbaijan,1980,5-9 Years,Male,533,155.0
Aze,Azerbaijan,1980,5-9 Years,Female,403,120.9
Aze,Azerbaijan,1980,5-9 Years,Both,936,138.3
Aze,Azerbaijan,1980,10-14 Years,Male,375,99.1
Aze,Azerbaijan,1980,10-14 Years,Female,205,55.9
Aze,Azerbaijan,1980,10-14 Years,Both,580,77.8
Aze,Azerbaijan,1980,15-19 Years,Male,614,149.8
Aze,Azerbaijan,1980,15-19 Years,Female,290,73.7
Aze,Azerbaijan,1980,15-19 Years,Both,904,112.6
Aze,Azerbaijan,1980,20-24 Years,Male,793,233.0
Aze,Azerbaijan,1980,20-24 Years,Female,358,105.3
Aze,Azerbaijan,1980,20-24 Years,Both,1151,169.3
Aze,Azerbaijan,1980,25-29 Years,Male,591,270.8
Aze,Azerbaijan,1980,25-29 Years,Female,292,126.6
Aze,Azerbaijan,1980,25-29 Years,Both,883,196.8
Aze,Azerbaijan,1980,30-34 Years,Male,469,316.4
Aze,Azerbaijan,1980,30-34 Years,Female,243,154.1
Aze,Azerbaijan,1980,30-34 Years,Both,712,232.8
Aze,Azerbaijan,1980,35-39 Years,Male,410,402.3
Aze,Azerbaijan,1980,35-39 Years,Female,197,181.4
Aze,Azerbaijan,1980,35-39 Years,Both,607,288.2
Aze,Azerbaijan,1980,40-44 Years,Male,1010,545.8
Aze,Azerbaijan,1980,40-44 Years,Female,494,247.5
Aze,Azerbaijan,1980,40-44 Years,Both,1505,391.0
Aze,Azerbaijan,1980,45-49 Years,Male,1248,785.0
Aze,Azerbaijan,1980,45-49 Years,Female,558,356.1
Aze,Azerbaijan,1980,45-49 Years,Both,1805,572.1
Aze,Azerbaijan,1980,50-54 Years,Male,1598,1170.9
Aze,Azerbaijan,1980,50-54 Years,Female,775,539.3
Aze,Azerbaijan,1980,50-54 Years,Both,2373,846.9
Aze,Azerbaijan,1980,55-59 Years,Male,1136,1714.6
Aze,Azerbaijan,1980,55-59 Years,Female,772,785.2
Aze,Azerbaijan,1980,55-59 Years,Both,1909,1159.2
Aze,Azerbaijan,1980,60-64 Years,Male,969,2659.3
Aze,Azerbaijan,1980,60-64 Years,Female,890,1311.9
Aze,Azerbaijan,1980,60-64 Years,Both,1859,1782.8
Aze,Azerbaijan,1980,65-69 Years,Male,1558,3889.8
Aze,Azerbaijan,1980,65-69 Years,Female,1440,2062.5
Aze,Azerbaijan,1980,65-69 Years,Both,2998,2728.7
Aze,Azerbaijan,1980,70-74 Years,Male,1847,5849.7
Aze,Azerbaijan,1980,70-74 Years,Female,2061,3425.2
Aze,Azerbaijan,1980,70-74 Years,Both,3908,4259.7
Aze,Azerbaijan,1980,75-79 Years,Male,1670,8553.5
Aze,Azerbaijan,1980,75-79 Years,Female,2227,5536.2
Aze,Azerbaijan,1980,75-79 Years,Both,3898,6522.1
Aze,Azerbaijan,1980,80+ Years,Male,4108,17185.6
Aze,Azerbaijan,1980,80+ Years,Female,6949,13913.2
Aze,Azerbaijan,1980,80+ Years,Both,11058,14972.4
Aze,Azerbaijan,1980,All Ages,Male,29182,979.5
Aze,Azerbaijan,1980,All Ages,Female,25828,823.2
Aze,Azerbaijan,1980,All Ages,Both,55010,899.4
Aze,Azerbaijan,1990,0-6 Days,Male,2421,127502.1
Aze,Azerbaijan,1990,0-6 Days,Female,1891,105623.8
Aze,Azerbaijan,1990,0-6 Days,Both,4312,116886.2
Aze,Azerbaijan,1990,7-27 Days,Male,969,17294.1
Aze,Azerbaijan,1990,7-27 Days,Female,756,14272.4
Aze,Azerbaijan,1990,7-27 Days,Both,1725,15825.9
Aze,Azerbaijan,1990,28-364 Days,Male,3279,3749.7
Aze,Azerbaijan,1990,28-364 Days,Female,2744,3316.9
Aze,Azerbaijan,1990,28-364 Days,Both,6023,3539.4
Aze,Azerbaijan,1990,1-4 Years,Male,1748,499.7
Aze,Azerbaijan,1990,1-4 Years,Female,913,275.1
Aze,Azerbaijan,1990,1-4 Years,Both,2661,390.4
Aze,Azerbaijan,1990,5-9 Years,Male,459,109.0
Aze,Azerbaijan,1990,5-9 Years,Female,341,85.6
Aze,Azerbaijan,1990,5-9 Years,Both,800,97.7
Aze,Azerbaijan,1990,10-14 Years,Male,291,80.2
Aze,Azerbaijan,1990,10-14 Years,Female,166,47.9
Aze,Azerbaijan,1990,10-14 Years,Both,457,64.4
Aze,Azerbaijan,1990,15-19 Years,Male,538,146.3
Aze,Azerbaijan,1990,15-19 Years,Female,231,68.9
Aze,Azerbaijan,1990,15-19 Years,Both,768,109.4
Aze,Azerbaijan,1990,20-24 Years,Male,758,231.3
Aze,Azerbaijan,1990,20-24 Years,Female,335,94.6
Aze,Azerbaijan,1990,20-24 Years,Both,1093,160.4
Aze,Azerbaijan,1990,25-29 Years,Male,883,267.7
Aze,Azerbaijan,1990,25-29 Years,Female,411,112.8
Aze,Azerbaijan,1990,25-29 Years,Both,1294,186.3
Aze,Azerbaijan,1990,30-34 Years,Male,877,314.9
Aze,Azerbaijan,1990,30-34 Years,Female,418,139.8
Aze,Azerbaijan,1990,30-34 Years,Both,1294,224.2
Aze,Azerbaijan,1990,35-39 Years,Male,854,415.5
Aze,Azerbaijan,1990,35-39 Years,Female,392,179.5
Aze,Azerbaijan,1990,35-39 Years,Both,1246,293.9
Aze,Azerbaijan,1990,40-44 Years,Male,714,563.5
Aze,Azerbaijan,1990,40-44 Years,Female,333,245.4
Aze,Azerbaijan,1990,40-44 Years,Both,1046,399.1
Aze,Azerbaijan,1990,45-49 Years,Male,1045,810.2
Aze,Azerbaijan,1990,45-49 Years,Female,491,353.5
Aze,Azerbaijan,1990,45-49 Years,Both,1536,573.3
Aze,Azerbaijan,1990,50-54 Years,Male,1887,1207.2
Aze,Azerbaijan,1990,50-54 Years,Female,915,535.5
Aze,Azerbaijan,1990,50-54 Years,Both,2801,856.4
Aze,Azerbaijan,1990,55-59 Years,Male,2305,1763.2
Aze,Azerbaijan,1990,55-59 Years,Female,1114,780.2
Aze,Azerbaijan,1990,55-59 Years,Both,3419,1250.1
Aze,Azerbaijan,1990,60-64 Years,Male,2741,2711.0
Aze,Azerbaijan,1990,60-64 Years,Female,1601,1287.4
Aze,Azerbaijan,1990,60-64 Years,Both,4342,1925.8
Aze,Azerbaijan,1990,65-69 Years,Male,1773,3956.1
Aze,Azerbaijan,1990,65-69 Years,Female,1484,2026.2
Aze,Azerbaijan,1990,65-69 Years,Both,3257,2758.7
Aze,Azerbaijan,1990,70-74 Years,Male,1629,5940.5
Aze,Azerbaijan,1990,70-74 Years,Female,1827,3367.1
Aze,Azerbaijan,1990,70-74 Years,Both,3456,4231.0
Aze,Azerbaijan,1990,75-79 Years,Male,1955,8670.3
Aze,Azerbaijan,1990,75-79 Years,Female,2469,5453.8
Aze,Azerbaijan,1990,75-79 Years,Both,4424,6523.0
Aze,Azerbaijan,1990,80+ Years,Male,1906,16817.3
Aze,Azerbaijan,1990,80+ Years,Female,3511,13313.5
Aze,Azerbaijan,1990,80+ Years,Both,5417,14366.6
Aze,Azerbaijan,1990,All Ages,Male,29030,832.4
Aze,Azerbaijan,1990,All Ages,Female,22341,612.3
Aze,Azerbaijan,1990,All Ages,Both,51371,719.9
Aze,Azerbaijan,2000,0-6 Days,Male,1644,114831.1
Aze,Azerbaijan,2000,0-6 Days,Female,1175,93197.5
Aze,Azerbaijan,2000,0-6 Days,Both,2820,104701.1
Aze,Azerbaijan,2000,7-27 Days,Male,583,13746.4
Aze,Azerbaijan,2000,7-27 Days,Female,439,11741.4
Aze,Azerbaijan,2000,7-27 Days,Both,1022,12806.2
Aze,Azerbaijan,2000,28-364 Days,Male,1992,2963.0
Aze,Azerbaijan,2000,28-364 Days,Female,1562,2610.8
Aze,Azerbaijan,2000,28-364 Days,Both,3554,2797.2
Aze,Azerbaijan,2000,1-4 Years,Male,1087,354.0
Aze,Azerbaijan,2000,1-4 Years,Female,542,191.6
Aze,Azerbaijan,2000,1-4 Years,Both,1628,276.1
Aze,Azerbaijan,2000,5-9 Years,Male,419,92.3
Aze,Azerbaijan,2000,5-9 Years,Female,316,72.6
Aze,Azerbaijan,2000,5-9 Years,Both,735,82.7
Aze,Azerbaijan,2000,10-14 Years,Male,326,68.0
Aze,Azerbaijan,2000,10-14 Years,Female,193,42.1
Aze,Azerbaijan,2000,10-14 Years,Both,518,55.3
Aze,Azerbaijan,2000,15-19 Years,Male,512,125.9
Aze,Azerbaijan,2000,15-19 Years,Female,247,62.2
Aze,Azerbaijan,2000,15-19 Years,Both,759,94.4
Aze,Azerbaijan,2000,20-24 Years,Male,637,200.0
Aze,Azerbaijan,2000,20-24 Years,Female,284,83.9
Aze,Azerbaijan,2000,20-24 Years,Both,920,140.2
Aze,Azerbaijan,2000,25-29 Years,Male,692,232.1
Aze,Azerbaijan,2000,25-29 Years,Female,324,99.4
Aze,Azerbaijan,2000,25-29 Years,Both,1016,162.8
Aze,Azerbaijan,2000,30-34 Years,Male,793,271.4
Aze,Azerbaijan,2000,30-34 Years,Female,435,124.3
Aze,Azerbaijan,2000,30-34 Years,Both,1228,191.2
Aze,Azerbaijan,2000,35-39 Years,Male,1211,352.4
Aze,Azerbaijan,2000,35-39 Years,Female,609,162.4
Aze,Azerbaijan,2000,35-39 Years,Both,1819,253.3
Aze,Azerbaijan,2000,40-44 Years,Male,1396,477.0
Aze,Azerbaijan,2000,40-44 Years,Female,691,225.2
Aze,Azerbaijan,2000,40-44 Years,Both,2087,348.1
Aze,Azerbaijan,2000,45-49 Years,Male,1358,685.7
Aze,Azerbaijan,2000,45-49 Years,Female,688,327.5
Aze,Azerbaijan,2000,45-49 Years,Both,2046,501.3
Aze,Azerbaijan,2000,50-54 Years,Male,1057,1025.5
Aze,Azerbaijan,2000,50-54 Years,Female,557,498.1
Aze,Azerbaijan,2000,50-54 Years,Both,1614,751.1
Aze,Azerbaijan,2000,55-59 Years,Male,1389,1517.8
Aze,Azerbaijan,2000,55-59 Years,Female,761,729.0
Aze,Azerbaijan,2000,55-59 Years,Both,2150,1097.3
Aze,Azerbaijan,2000,60-64 Years,Male,2843,2374.4
Aze,Azerbaijan,2000,60-64 Years,Female,1738,1202.5
Aze,Azerbaijan,2000,60-64 Years,Both,4581,1733.4
Aze,Azerbaijan,2000,65-69 Years,Male,3417,3523.3
Aze,Azerbaijan,2000,65-69 Years,Female,2233,1900.2
Aze,Azerbaijan,2000,65-69 Years,Both,5650,2634.1
Aze,Azerbaijan,2000,70-74 Years,Male,3358,5347.6
Aze,Azerbaijan,2000,70-74 Years,Female,2693,3163.7
Aze,Azerbaijan,2000,70-74 Years,Both,6051,4090.7
Aze,Azerbaijan,2000,75-79 Years,Male,1572,7907.6
Aze,Azerbaijan,2000,75-79 Years,Female,1855,5161.4
Aze,Azerbaijan,2000,75-79 Years,Both,3426,6139.3
Aze,Azerbaijan,2000,80+ Years,Male,1519,14735.0
Aze,Azerbaijan,2000,80+ Years,Female,3425,11758.9
Aze,Azerbaijan,2000,80+ Years,Both,4945,12536.9
Aze,Azerbaijan,2000,All Ages,Male,27803,701.0
Aze,Azerbaijan,2000,All Ages,Female,20768,497.7
Aze,Azerbaijan,2000,All Ages,Both,48571,596.8
Aze,Azerbaijan,2010,0-6 Days,Male,1603,86215.4
Aze,Azerbaijan,2010,0-6 Days,Female,1097,68369.6
Aze,Azerbaijan,2010,0-6 Days,Both,2700,77946.7
Aze,Azerbaijan,2010,7-27 Days,Male,432,7832.1
Aze,Azerbaijan,2010,7-27 Days,Female,323,6766.8
Aze,Azerbaijan,2010,7-27 Days,Both,755,7338.0
Aze,Azerbaijan,2010,28-364 Days,Male,1362,1567.2
Aze,Azerbaijan,2010,28-364 Days,Female,1056,1405.5
Aze,Azerbaijan,2010,28-364 Days,Both,2419,1492.2
Aze,Azerbaijan,2010,1-4 Years,Male,648,186.4
Aze,Azerbaijan,2010,1-4 Years,Female,296,98.9
Aze,Azerbaijan,2010,1-4 Years,Both,944,145.9
Aze,Azerbaijan,2010,5-9 Years,Male,186,61.9
Aze,Azerbaijan,2010,5-9 Years,Female,124,48.8
Aze,Azerbaijan,2010,5-9 Years,Both,311,55.9
Aze,Azerbaijan,2010,10-14 Years,Male,146,48.9
Aze,Azerbaijan,2010,10-14 Years,Female,82,30.4
Aze,Azerbaijan,2010,10-14 Years,Both,228,40.1
Aze,Azerbaijan,2010,15-19 Years,Male,475,101.7
Aze,Azerbaijan,2010,15-19 Years,Female,210,47.7
Aze,Azerbaijan,2010,15-19 Years,Both,686,75.5
Aze,Azerbaijan,2010,20-24 Years,Male,863,164.9
Aze,Azerbaijan,2010,20-24 Years,Female,308,61.8
Aze,Azerbaijan,2010,20-24 Years,Both,1171,114.7
Aze,Azerbaijan,2010,25-29 Years,Male,803,192.8
Aze,Azerbaijan,2010,25-29 Years,Female,293,72.1
Aze,Azerbaijan,2010,25-29 Years,Both,1096,133.2
Aze,Azerbaijan,2010,30-34 Years,Male,719,225.1
Aze,Azerbaijan,2010,30-34 Years,Female,312,92.0
Aze,Azerbaijan,2010,30-34 Years,Both,1031,156.6
Aze,Azerbaijan,2010,35-39 Years,Male,854,291.0
Aze,Azerbaijan,2010,35-39 Years,Female,403,124.2
Aze,Azerbaijan,2010,35-39 Years,Both,1257,203.4
Aze,Azerbaijan,2010,40-44 Years,Male,1162,390.8
Aze,Azerbaijan,2010,40-44 Years,Female,617,178.9
Aze,Azerbaijan,2010,40-44 Years,Both,1779,277.0
Aze,Azerbaijan,2010,45-49 Years,Male,2044,559.6
Aze,Azerbaijan,2010,45-49 Years,Female,1048,266.8
Aze,Azerbaijan,2010,45-49 Years,Both,3092,407.9
Aze,Azerbaijan,2010,50-54 Years,Male,2477,838.1
Aze,Azerbaijan,2010,50-54 Years,Female,1352,409.9
Aze,Azerbaijan,2010,50-54 Years,Both,3829,612.3
Aze,Azerbaijan,2010,55-59 Years,Male,2400,1258.5
Aze,Azerbaijan,2010,55-59 Years,Female,1297,607.1
Aze,Azerbaijan,2010,55-59 Years,Both,3697,914.3
Aze,Azerbaijan,2010,60-64 Years,Male,1968,2009.2
Aze,Azerbaijan,2010,60-64 Years,Female,1100,1004.9
Aze,Azerbaijan,2010,60-64 Years,Both,3068,1479.3
Aze,Azerbaijan,2010,65-69 Years,Male,1910,3043.3
Aze,Azerbaijan,2010,65-69 Years,Female,1307,1604.2
Aze,Azerbaijan,2010,65-69 Years,Both,3217,2230.2
Aze,Azerbaijan,2010,70-74 Years,Male,3900,4679.0
Aze,Azerbaijan,2010,70-74 Years,Female,3103,2683.1
Aze,Azerbaijan,2010,70-74 Years,Both,7003,3519.1
Aze,Azerbaijan,2010,75-79 Years,Male,4634,7030.8
Aze,Azerbaijan,2010,75-79 Years,Female,4163,4459.0
Aze,Azerbaijan,2010,75-79 Years,Both,8797,5523.3
Aze,Azerbaijan,2010,80+ Years,Male,4482,12237.8
Aze,Azerbaijan,2010,80+ Years,Female,6267,9906.7
Aze,Azerbaijan,2010,80+ Years,Both,10748,10761.4
Aze,Azerbaijan,2010,All Ages,Male,33069,725.6
Aze,Azerbaijan,2010,All Ages,Female,24758,531.6
Aze,Azerbaijan,2010,All Ages,Both,57827,627.5
Bdi,Burundi,1970,0-6 Days,Male,2583,176041.3
Bdi,Burundi,1970,0-6 Days,Female,1681,117464.3
Bdi,Burundi,1970,0-6 Days,Both,4263,147116.6
Bdi,Burundi,1970,7-27 Days,Male,1516,35403.2
Bdi,Burundi,1970,7-27 Days,Female,1208,28765.2
Bdi,Burundi,1970,7-27 Days,Both,2724,32117.1
Bdi,Burundi,1970,28-364 Days,Male,5052,7711.6
Bdi,Burundi,1970,28-364 Days,Female,4120,6401.1
Bdi,Burundi,1970,28-364 Days,Both,9172,7062.2
Bdi,Burundi,1970,1-4 Years,Male,9715,4012.8
Bdi,Burundi,1970,1-4 Years,Female,8722,3689.7
Bdi,Burundi,1970,1-4 Years,Both,18437,3853.2
Bdi,Burundi,1970,5-9 Years,Male,768,304.3
Bdi,Burundi,1970,5-9 Years,Female,653,257.2
Bdi,Burundi,1970,5-9 Years,Both,1421,280.7
Bdi,Burundi,1970,10-14 Years,Male,468,209.8
Bdi,Burundi,1970,10-14 Years,Female,720,320.0
Bdi,Burundi,1970,10-14 Years,Both,1188,265.1
Bdi,Burundi,1970,15-19 Years,Male,637,322.3
Bdi,Burundi,1970,15-19 Years,Female,762,380.5
Bdi,Burundi,1970,15-19 Years,Both,1399,351.6
Bdi,Burundi,1970,20-24 Years,Male,723,504.1
Bdi,Burundi,1970,20-24 Years,Female,898,589.0
Bdi,Burundi,1970,20-24 Years,Both,1621,547.8
Bdi,Burundi,1970,25-29 Years,Male,666,582.6
Bdi,Burundi,1970,25-29 Years,Female,956,757.8
Bdi,Burundi,1970,25-29 Years,Both,1623,674.5
Bdi,Burundi,1970,30-34 Years,Male,635,695.2
Bdi,Burundi,1970,30-34 Years,Female,922,881.5
Bdi,Burundi,1970,30-34 Years,Both,1557,794.6
Bdi,Burundi,1970,35-39 Years,Male,739,986.4
Bdi,Burundi,1970,35-39 Years,Female,1195,1347.6
Bdi,Burundi,1970,35-39 Years,Both,1934,1182.2
Bdi,Burundi,1970,40-44 Years,Male,801,1259.2
