Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
461,2023-03-25,Cust461,Female,18,Beauty,2,500,1000
462,2023-04-01,Cust462,Male,63,Electronics,4,300,1200
463,2023-07-31,Cust463,Female,54,Beauty,3,500,1500
464,2023-01-13,Cust464,Male,38,Electronics,2,300,600
465,2023-04-02,Cust465,Female,43,Electronics,3,50,150
466,2023-06-20,Cust466,Male,63,Electronics,4,25,100
467,2023-07-30,Cust467,Female,53,Electronics,3,50,150
468,2023-12-09,Cust468,Male,40,Electronics,1,25,25
469,2023-05-08,Cust469,Male,18,Beauty,3,25,75
470,2023-05-17,Cust470,Female,57,Clothing,2,500,1000
471,2023-03-23,Cust471,Male,32,Clothing,3,50,150
472,2023-12-26,Cust472,Female,38,Beauty,3,300,900
473,2023-02-25,Cust473,Male,64,Beauty,1,50,50
474,2023-07-15,Cust474,Female,26,Clothing,3,500,1500
475,2023-01-20,Cust475,Male,26,Clothing,3,25,75
476,2023-08-29,Cust476,Female,27,Clothing,4,500,2000
477,2023-04-24,Cust477,Male,43,Clothing,4,30,120
478,2023-04-13,Cust478,Female,58,Clothing,2,30,60
479,2023-08-24,Cust479,Male,52,Electronics,4,300,1200
480,2023-06-29,Cust480,Female,42,Beauty,4,500,2000
481,2023-06-06,Cust481,Female,43,Electronics,4,300,1200
482,2023-04-27,Cust482,Female,28,Clothing,4,300,1200
483,2023-04-25,Cust483,Male,55,Clothing,1,30,30
484,2023-01-13,Cust484,Female,19,Clothing,4,300,1200
485,2023-12-04,Cust485,Male,24,Electronics,1,30,30
486,2023-04-09,Cust486,Female,35,Electronics,1,25,25
487,2023-07-24,Cust487,Male,44,Clothing,4,500,2000
488,2023-06-18,Cust488,Female,51,Electronics,3,300,900
489,2023-05-23,Cust489,Male,44,Electronics,1,30,30
490,2023-02-05,Cust490,Male,34,Clothing,3,50,150
491,2023-05-23,Cust491,Female,60,Electronics,3,300,900
492,2023-06-29,Cust492,Male,61,Beauty,4,25,100
493,2023-11-25,Cust493,Male,41,Beauty,2,25,50
494,2023-09-18,Cust494,Female,42,Beauty,4,50,200
495,2023-07-24,Cust495,Male,24,Beauty,2,30,60
496,2023-12-14,Cust496,Male,23,Clothing,2,300,600
497,2023-10-02,Cust497,Male,41,Clothing,4,30,120
498,2023-06-19,Cust498,Female,50,Clothing,4,25,100
499,2023-01-15,Cust499,Male,46,Beauty,2,30,60
500,2023-03-01,Cust500,Female,60,Beauty,4,25,100
501,2023-05-14,Cust501,Male,39,Electronics,2,30,60
502,2023-04-02,Cust502,Male,43,Electronics,3,50,150
503,2023-10-25,Cust503,Male,45,Beauty,4,500,2000
504,2023-05-16,Cust504,Female,38,Beauty,3,50,150
505,2023-01-20,Cust505,Male,24,Beauty,1,50,50
506,2023-02-25,Cust506,Male,34,Beauty,3,500,1500
507,2023-11-02,Cust507,Female,37,Electronics,3,500,1500
508,2023-08-11,Cust508,Male,58,Beauty,2,300,600
509,2023-06-26,Cust509,Female,37,Electronics,3,300,900
510,2023-06-10,Cust510,Female,39,Beauty,4,50,200
511,2023-08-12,Cust511,Male,45,Beauty,2,50,100
512,2023-11-07,Cust512,Female,57,Beauty,1,25,25
513,2023-09-19,Cust513,Male,24,Electronics,4,25,100
514,2023-03-01,Cust514,Female,18,Electronics,1,300,300
515,2023-07-17,Cust515,Female,49,Clothing,3,300,900
516,2023-10-23,Cust516,Male,30,Beauty,4,25,100
517,2023-04-08,Cust517,Female,47,Clothing,4,25,100
518,2023-05-11,Cust518,Female,40,Clothing,1,30,30
519,2023-01-23,Cust519,Female,36,Electronics,4,30,120
520,2023-12-29,Cust520,Female,49,Electronics,4,25,100
521,2023-08-12,Cust521,Female,47,Clothing,4,30,120
522,2023-01-01,Cust522,Male,46,Beauty,3,500,1500
523,2023-09-24,Cust523,Female,62,Electronics,1,300,300
524,2023-10-03,Cust524,Male,46,Beauty,4,300,1200
525,2023-12-18,Cust525,Female,47,Beauty,2,25,50
526,2023-12-10,Cust526,Male,33,Clothing,2,50,100
527,2023-04-11,Cust527,Male,57,Clothing,2,25,50
528,2023-07-06,Cust528,Female,36,Clothing,2,30,60
529,2023-08-09,Cust529,Female,35,Clothing,3,50,150
530,2023-02-05,Cust530,Female,18,Electronics,4,30,120
531,2023-12-07,Cust531,Male,31,Electronics,1,500,500
532,2023-06-19,Cust532,Female,64,Clothing,4,30,120
533,2023-11-16,Cust533,Male,19,Electronics,3,500,1500
534,2023-06-10,Cust534,Male,45,Clothing,2,500,1000
535,2023-12-06,Cust535,Male,47,Beauty,3,30,90
536,2023-03-05,Cust536,Female,55,Beauty,4,30,120
537,2023-06-03,Cust537,Female,21,Beauty,1,500,500
538,2023-09-17,Cust538,Male,18,Clothing,3,50,150
539,2023-06-08,Cust539,Male,25,Beauty,1,500,500
540,2023-12-08,Cust540,Female,46,Electronics,3,300,900
541,2023-07-29,Cust541,Male,56,Beauty,1,500,500
542,2023-06-17,Cust542,Female,20,Beauty,1,50,50
543,2023-07-26,Cust543,Male,49,Beauty,2,300,600
544,2023-12-23,Cust544,Female,27,Electronics,1,25,25
545,2023-06-01,Cust545,Male,27,Clothing,2,25,50
546,2023-10-11,Cust546,Female,36,Electronics,4,50,200
547,2023-03-07,Cust547,Male,63,Clothing,4,500,2000
548,2023-04-09,Cust548,Female,51,Clothing,2,30,60
549,2023-08-04,Cust549,Female,50,Beauty,2,50,100
550,2023-12-07,Cust550,Male,40,Clothing,3,300,900
551,2023-07-14,Cust551,Male,45,Electronics,3,300,900
552,2023-12-13,Cust552,Female,49,Electronics,3,25,75
553,2023-03-31,Cust553,Male,24,Clothing,4,300,1200
554,2023-11-12,Cust554,Female,46,Beauty,3,50,150
555,2023-10-19,Cust555,Male,25,Beauty,1,300,300
556,2023-06-04,Cust556,Female,18,Electronics,1,50,50
557,2023-07-27,Cust557,Female,20,Beauty,3,30,90
558,2023-10-08,Cust558,Female,41,Clothing,1,25,25
559,2023-01-01,Cust559,Female,40,Clothing,4,300,1200
560,2023-06-05,Cust560,Female,25,Electronics,1,50,50
561,2023-05-27,Cust561,Female,64,Clothing,4,500,2000
562,2023-04-18,Cust562,Male,54,Electronics,2,25,50
563,2023-08-09,Cust563,Male,20,Clothing,2,30,60
564,2023-10-24,Cust564,Male,50,Electronics,2,50,100
565,2023-11-07,Cust565,Female,45,Beauty,2,30,60
566,2023-12-02,Cust566,Female,64,Clothing,1,30,30
567,2023-06-14,Cust567,Female,25,Clothing,3,300,900
568,2023-08-27,Cust568,Female,51,Electronics,1,300,300
569,2023-08-15,Cust569,Male,52,Electronics,4,50,200
570,2023-08-15,Cust570,Male,49,Clothing,1,500,500
571,2023-12-12,Cust571,Female,41,Electronics,1,50,50
572,2023-04-20,Cust572,Male,31,Clothing,4,500,2000
573,2023-09-19,Cust573,Male,49,Beauty,2,30,60
574,2023-08-31,Cust574,Female,63,Electronics,2,25,50
575,2023-03-28,Cust575,Male,60,Clothing,2,50,100
576,2023-12-04,Cust576,Female,33,Beauty,3,50,150
577,2023-02-13,Cust577,Male,21,Beauty,4,500,2000
578,2023-05-26,Cust578,Female,54,Clothing,4,30,120
579,2023-09-21,Cust579,Female,38,Electronics,1,30,30
580,2023-12-06,Cust580,Female,31,Clothing,3,500,1500
581,2023-11-21,Cust581,Female,48,Beauty,2,30,60
582,2023-11-14,Cust582,Male,35,Clothing,3,300,900
583,2023-06-21,Cust583,Female,24,Electronics,4,25,100
584,2023-02-17,Cust584,Female,27,Beauty,4,50,200
585,2023-05-01,Cust585,Female,24,Clothing,1,25,25
586,2023-12-11,Cust586,Male,50,Electronics,1,50,50
587,2023-06-08,Cust587,Female,40,Beauty,4,300,1200
588,2023-04-26,Cust588,Male,38,Electronics,2,30,60
589,2023-04-12,Cust589,Female,36,Beauty,2,500,1000
590,2023-03-17,Cust590,Male,36,Clothing,3,300,900
591,2023-01-13,Cust591,Male,53,Electronics,4,25,100
592,2023-01-24,Cust592,Female,46,Beauty,4,500,2000
593,2023-05-06,Cust593,Male,35,Electronics,2,30,60
594,2023-09-01,Cust594,Female,19,Electronics,2,300,600
595,2023-11-09,Cust595,Female,18,Clothing,4,500,2000
596,2023-02-07,Cust596,Female,64,Electronics,1,300,300
597,2023-08-22,Cust597,Male,22,Beauty,4,300,1200
598,2023-08-01,Cust598,Male,37,Beauty,4,30,120
599,2023-11-19,Cust599,Female,28,Beauty,2,50,100
600,2023-10-22,Cust600,Female,59,Beauty,2,500,1000
601,2023-04-10,Cust601,Male,19,Clothing,1,30,30
602,2023-12-23,Cust602,Female,20,Electronics,1,300,300
603,2023-07-16,Cust603,Female,40,Clothing,3,30,90
604,2023-09-11,Cust604,Female,29,Electronics,4,50,200
605,2023-07-24,Cust605,Male,37,Electronics,2,500,1000
606,2023-05-05,Cust606,Male,22,Electronics,1,50,50
607,2023-03-17,Cust607,Male,54,Clothing,3,25,75
608,2023-12-02,Cust608,Female,55,Electronics,3,500,1500
609,2023-12-19,Cust609,Female,47,Clothing,2,50,100
610,2023-01-03,Cust610,Female,26,Beauty,2,300,600
611,2023-02-24,Cust611,Male,51,Beauty,3,500,1500
612,2023-08-06,Cust612,Female,61,Electronics,1,500,500
613,2023-04-23,Cust613,Female,52,Clothing,3,30,90
614,2023-04-01,Cust614,Female,39,Beauty,4,300,1200
615,2023-12-23,Cust615,Female,61,Clothing,4,25,100
616,2023-09-23,Cust616,Male,41,Clothing,2,50,100
617,2023-08-26,Cust617,Male,34,Electronics,1,30,30
618,2023-01-26,Cust618,Female,27,Beauty,1,50,50
619,2023-10-13,Cust619,Male,47,Electronics,4,25,100
620,2023-05-08,Cust620,Male,63,Electronics,3,25,75
621,2023-03-04,Cust621,Female,40,Beauty,2,500,1000
622,2023-08-22,Cust622,Female,49,Beauty,3,25,75
623,2023-03-10,Cust623,Male,34,Clothing,3,50,150
624,2023-08-26,Cust624,Female,34,Beauty,3,300,900
625,2023-12-08,Cust625,Male,31,Clothing,1,300,300
626,2023-09-29,Cust626,Female,26,Clothing,4,500,2000
627,2023-10-14,Cust627,Male,57,Clothing,1,50,50
628,2023-11-01,Cust628,Female,19,Beauty,4,50,200
629,2023-06-12,Cust629,Male,62,Electronics,2,25,50
630,2023-08-15,Cust630,Male,42,Clothing,2,50,100
631,2023-11-10,Cust631,Male,56,Electronics,3,30,90
632,2023-09-16,Cust632,Female,26,Electronics,4,25,100
633,2023-08-07,Cust633,Male,39,Beauty,4,30,120
634,2023-10-08,Cust634,Male,60,Electronics,4,500,2000
635,2023-08-17,Cust635,Female,63,Electronics,3,300,900
636,2023-03-23,Cust636,Female,21,Beauty,3,500,1500
637,2023-09-01,Cust637,Male,43,Clothing,2,300,600
638,2023-08-19,Cust638,Male,46,Electronics,1,500,500
639,2023-05-13,Cust639,Female,62,Beauty,4,50,200
640,2023-05-07,Cust640,Female,51,Electronics,4,30,120
641,2023-11-23,Cust641,Female,40,Electronics,1,300,300
642,2023-05-22,Cust642,Female,54,Clothing,4,25,100
643,2023-09-24,Cust643,Female,28,Electronics,3,30,90
644,2023-09-06,Cust644,Male,23,Beauty,3,25,75
645,2023-11-17,Cust645,Female,35,Electronics,4,30,120
646,2023-05-03,Cust646,Male,38,Clothing,3,30,90
647,2023-05-21,Cust647,Male,59,Clothing,3,500,1500
648,2023-08-14,Cust648,Male,53,Beauty,4,300,1200
649,2023-02-09,Cust649,Female,58,Clothing,2,300,600
650,2024-01-01,Cust650,Male,55,Electronics,1,30,30
651,2023-05-27,Cust651,Male,51,Clothing,3,50,150
652,2023-05-01,Cust652,Female,34,Beauty,2,50,100
653,2023-05-20,Cust653,Male,54,Clothing,3,25,75
654,2023-06-21,Cust654,Male,42,Clothing,3,25,75
655,2023-06-13,Cust655,Female,55,Clothing,1,500,500
656,2023-10-04,Cust656,Male,29,Beauty,3,30,90
657,2023-02-11,Cust657,Male,40,Clothing,1,25,25
658,2023-03-12,Cust658,Male,59,Clothing,1,25,25
659,2023-03-19,Cust659,Female,39,Electronics,1,30,30
660,2023-04-29,Cust660,Female,38,Beauty,2,500,1000
661,2023-07-16,Cust661,Female,44,Clothing,4,25,100
662,2023-12-22,Cust662,Male,48,Beauty,2,500,1000
663,2023-03-20,Cust663,Male,23,Clothing,4,300,1200
664,2023-12-28,Cust664,Female,44,Clothing,4,500,2000
665,2023-04-20,Cust665,Male,57,Clothing,1,50,50
666,2023-02-02,Cust666,Male,51,Electronics,3,50,150
667,2023-08-01,Cust667,Female,29,Electronics,1,500,500
668,2023-07-28,Cust668,Female,62,Electronics,3,50,150
669,2023-06-19,Cust669,Male,24,Beauty,4,300,1200
670,2023-10-05,Cust670,Male,27,Beauty,1,30,30
671,2023-08-27,Cust671,Male,62,Electronics,3,50,150
672,2023-08-01,Cust672,Female,34,Beauty,2,50,100
673,2023-02-01,Cust673,Female,43,Clothing,3,500,1500
674,2023-04-16,Cust674,Female,38,Clothing,1,300,300
675,2023-08-04,Cust675,Female,45,Clothing,2,30,60
676,2023-07-19,Cust676,Male,63,Electronics,3,500,1500
677,2023-10-27,Cust677,Female,19,Beauty,3,500,1500
678,2023-12-23,Cust678,Female,60,Electronics,3,300,900
679,2023-01-11,Cust679,Female,18,Beauty,3,30,90
680,2023-10-22,Cust680,Female,53,Clothing,3,300,900
681,2023-07-14,Cust681,Female,43,Electronics,2,30,60
682,2023-09-02,Cust682,Male,46,Beauty,4,300,1200
683,2023-01-04,Cust683,Male,38,Beauty,2,500,1000
684,2023-06-30,Cust684,Female,28,Clothing,2,500,1000
685,2023-06-02,Cust685,Male,57,Electronics,2,25,50
686,2023-07-19,Cust686,Female,28,Electronics,4,50,200
687,2023-08-03,Cust687,Female,53,Electronics,1,300,300
688,2023-10-03,Cust688,Male,56,Clothing,4,25,100
689,2023-10-07,Cust689,Male,57,Electronics,2,50,100
690,2023-11-05,Cust690,Female,52,Clothing,3,300,900
691,2023-04-23,Cust691,Female,51,Clothing,3,30,90
692,2023-09-07,Cust692,Female,64,Clothing,2,50,100
693,2023-04-23,Cust693,Male,41,Beauty,3,500,1500
694,2023-05-20,Cust694,Female,39,Electronics,2,25,50
695,2023-08-12,Cust695,Female,22,Electronics,3,50,150
696,2023-09-06,Cust696,Female,50,Clothing,4,50,200
697,2023-01-15,Cust697,Male,53,Clothing,1,500,500
698,2023-07-19,Cust698,Female,64,Electronics,1,300,300
699,2023-06-22,Cust699,Female,37,Clothing,4,30,120
700,2023-12-09,Cust700,Male,36,Electronics,4,500,2000
701,2023-12-14,Cust701,Female,52,Beauty,2,30,60
702,2023-07-27,Cust702,Female,60,Clothing,2,300,600
703,2023-03-26,Cust703,Male,34,Electronics,2,50,100
704,2023-08-28,Cust704,Female,62,Clothing,3,30,90
705,2023-03-07,Cust705,Male,60,Electronics,2,25,50
706,2023-11-15,Cust706,Male,51,Electronics,4,25,100
707,2023-10-01,Cust707,Female,26,Clothing,1,500,500
708,2023-01-14,Cust708,Female,43,Beauty,3,300,900
709,2023-07-21,Cust709,Female,19,Electronics,2,500,1000
710,2023-10-31,Cust710,Female,26,Electronics,3,500,1500
711,2023-10-16,Cust711,Male,26,Electronics,3,500,1500
712,2023-12-06,Cust712,Female,57,Beauty,2,25,50
713,2023-01-14,Cust713,Male,34,Beauty,3,25,75
714,2023-02-12,Cust714,Female,18,Clothing,1,500,500
715,2023-11-26,Cust715,Female,42,Beauty,4,25,100
716,2023-08-08,Cust716,Female,60,Clothing,4,300,1200
717,2023-03-11,Cust717,Male,57,Clothing,1,500,500
718,2023-08-25,Cust718,Female,59,Beauty,3,25,75
719,2023-04-04,Cust719,Female,42,Clothing,2,30,60
720,2023-01-26,Cust720,Female,56,Beauty,3,500,1500
721,2023-05-14,Cust721,Female,52,Clothing,1,500,500
722,2023-07-14,Cust722,Male,20,Beauty,3,300,900
723,2023-06-17,Cust723,Female,54,Beauty,4,50,200
724,2023-04-19,Cust724,Male,61,Clothing,3,50,150
725,2023-08-21,Cust725,Male,61,Electronics,1,300,300
726,2023-06-17,Cust726,Male,47,Clothing,4,300,1200
727,2023-06-22,Cust727,Male,55,Beauty,3,300,900
728,2023-07-14,Cust728,Male,51,Electronics,3,50,150
729,2023-05-23,Cust729,Male,29,Clothing,4,300,1200
730,2023-08-04,Cust730,Female,36,Clothing,2,25,50
731,2023-05-10,Cust731,Male,54,Clothing,4,500,2000
732,2023-02-11,Cust732,Male,61,Electronics,2,500,1000
733,2023-08-29,Cust733,Male,34,Beauty,1,30,30
734,2023-01-10,Cust734,Female,27,Clothing,1,30,30
735,2023-10-04,Cust735,Female,64,Clothing,4,500,2000
736,2023-01-27,Cust736,Male,29,Clothing,4,25,100
737,2023-06-29,Cust737,Female,33,Clothing,1,50,50
738,2023-04-25,Cust738,Male,41,Clothing,2,50,100
739,2023-11-29,Cust739,Male,36,Beauty,1,25,25
740,2023-02-05,Cust740,Female,25,Beauty,4,50,200
741,2023-11-30,Cust741,Male,48,Clothing,1,300,300
742,2023-01-21,Cust742,Female,38,Electronics,4,500,2000
743,2023-01-16,Cust743,Female,34,Beauty,4,500,2000
744,2023-05-07,Cust744,Male,40,Electronics,1,25,25
745,2023-04-13,Cust745,Male,54,Beauty,2,50,100
746,2023-01-11,Cust746,Female,33,Clothing,3,30,90
747,2023-11-15,Cust747,Male,23,Beauty,1,30,30
748,2023-03-20,Cust748,Male,25,Clothing,3,50,150
749,2023-05-03,Cust749,Male,42,Beauty,1,30,30
750,2023-03-06,Cust750,Female,35,Clothing,3,25,75
751,2023-08-31,Cust751,Female,42,Clothing,2,25,50
752,2023-12-09,Cust752,Male,29,Clothing,2,50,100
753,2023-02-28,Cust753,Female,32,Clothing,1,30,30
754,2023-10-16,Cust754,Female,43,Electronics,4,25,100
755,2023-04-22,Cust755,Female,58,Clothing,3,25,75
756,2023-08-27,Cust756,Female,62,Electronics,4,300,1200
757,2023-12-25,Cust757,Female,43,Electronics,4,300,1200
758,2023-05-12,Cust758,Male,64,Clothing,4,25,100
759,2023-07-08,Cust759,Male,49,Electronics,2,50,100
760,2023-03-27,Cust760,Male,27,Beauty,1,500,500
761,2023-11-07,Cust761,Female,33,Clothing,1,500,500
762,2023-11-07,Cust762,Female,24,Electronics,2,25,50
763,2023-02-28,Cust763,Male,34,Clothing,2,25,50
764,2023-03-25,Cust764,Female,40,Clothing,1,25,25
765,2023-06-09,Cust765,Male,43,Clothing,4,50,200
766,2023-02-25,Cust766,Male,38,Electronics,3,300,900
767,2023-10-24,Cust767,Male,39,Beauty,3,25,75
768,2023-01-14,Cust768,Female,24,Beauty,3,25,75
769,2023-06-09,Cust769,Female,31,Electronics,4,30,120
770,2023-10-22,Cust770,Male,32,Clothing,1,50,50
771,2023-12-13,Cust771,Male,24,Electronics,2,25,50
772,2023-07-12,Cust772,Male,26,Electronics,1,30,30
773,2023-07-23,Cust773,Male,25,Electronics,4,500,2000
774,2023-04-12,Cust774,Female,40,Clothing,2,25,50
775,2023-02-08,Cust775,Female,46,Electronics,4,25,100
776,2023-10-31,Cust776,Male,35,Clothing,3,30,90
777,2023-12-20,Cust777,Male,48,Electronics,3,50,150
778,2023-11-18,Cust778,Female,47,Beauty,4,25,100
779,2023-05-05,Cust779,Female,56,Electronics,2,500,1000
780,2023-02-22,Cust780,Male,52,Electronics,2,25,50
781,2023-12-23,Cust781,Male,35,Beauty,1,500,500
782,2023-06-04,Cust782,Male,59,Clothing,3,300,900
783,2023-12-17,Cust783,Female,56,Clothing,1,300,300
784,2023-11-04,Cust784,Female,34,Electronics,1,500,500
785,2023-03-03,Cust785,Female,31,Beauty,4,50,200
786,2023-10-17,Cust786,Male,48,Clothing,4,25,100
787,2023-01-22,Cust787,Male,41,Electronics,1,25,25
788,2023-06-27,Cust788,Female,52,Beauty,3,300,900
789,2023-09-30,Cust789,Female,61,Clothing,4,500,2000
790,2023-08-08,Cust790,Male,62,Clothing,1,25,25
791,2023-12-05,Cust791,Female,51,Beauty,1,25,25
792,2023-07-09,Cust792,Female,20,Beauty,1,50,50
793,2023-02-05,Cust793,Male,54,Beauty,1,30,30
794,2023-09-17,Cust794,Female,60,Beauty,1,300,300
795,2023-11-28,Cust795,Male,57,Electronics,1,300,300
796,2023-06-24,Cust796,Male,43,Beauty,4,30,120
797,2023-01-07,Cust797,Male,40,Clothing,3,25,75
798,2023-08-04,Cust798,Male,61,Clothing,1,50,50
799,2023-09-08,Cust799,Male,56,Electronics,2,50,100
800,2023-02-24,Cust800,Male,32,Clothing,4,300,1200
801,2023-08-10,Cust801,Male,21,Clothing,4,50,200
802,2023-07-05,Cust802,Female,46,Beauty,1,30,30
803,2023-11-22,Cust803,Male,39,Clothing,4,25,100
804,2023-08-24,Cust804,Male,42,Electronics,1,30,30
805,2023-12-29,Cust805,Female,30,Beauty,3,500,1500
806,2023-03-20,Cust806,Female,35,Beauty,3,300,900
807,2023-08-11,Cust807,Female,50,Electronics,4,50,200
808,2023-04-01,Cust808,Male,33,Beauty,4,500,2000
809,2023-09-25,Cust809,Female,62,Beauty,2,50,100
810,2023-11-30,Cust810,Male,59,Electronics,4,25,100
811,2023-05-19,Cust811,Male,61,Beauty,2,25,50
812,2023-11-12,Cust812,Male,19,Electronics,3,25,75
813,2023-10-03,Cust813,Male,52,Electronics,3,50,150
814,2023-09-05,Cust814,Female,59,Clothing,1,500,500
815,2023-08-27,Cust815,Female,51,Clothing,3,25,75
816,2023-08-12,Cust816,Male,47,Beauty,2,500,1000
817,2023-10-31,Cust817,Male,30,Beauty,4,50,200
818,2023-05-18,Cust818,Male,30,Electronics,1,500,500
819,2023-06-15,Cust819,Female,35,Beauty,2,50,100
820,2023-05-06,Cust820,Male,49,Electronics,4,50,200
821,2023-02-14,Cust821,Male,49,Electronics,1,300,300
822,2023-05-23,Cust822,Female,52,Beauty,3,50,150
823,2023-08-19,Cust823,Female,56,Electronics,2,50,100
824,2023-05-05,Cust824,Male,63,Clothing,4,30,120
825,2023-08-26,Cust825,Female,46,Beauty,1,25,25
826,2023-10-19,Cust826,Female,46,Clothing,1,300,300
827,2023-11-09,Cust827,Male,61,Beauty,3,300,900
828,2023-12-09,Cust828,Female,33,Electronics,4,300,1200
829,2023-07-14,Cust829,Male,61,Beauty,3,30,90
830,2023-06-22,Cust830,Female,64,Clothing,3,50,150
831,2023-01-15,Cust831,Male,27,Electronics,4,25,100
832,2023-09-11,Cust832,Male,47,Beauty,4,500,2000
833,2023-06-16,Cust833,Male,42,Beauty,4,50,200
834,2023-04-04,Cust834,Female,56,Beauty,2,30,60
835,2023-09-07,Cust835,Male,37,Clothing,4,50,200
836,2023-04-19,Cust836,Female,22,Clothing,1,50,50
837,2023-07-01,Cust837,Male,18,Beauty,3,30,90
838,2023-05-13,Cust838,Male,47,Electronics,2,300,600
839,2023-06-24,Cust839,Female,20,Electronics,4,300,1200
840,2023-05-24,Cust840,Male,62,Clothing,2,25,50
841,2023-11-02,Cust841,Male,31,Electronics,4,25,100
842,2023-12-26,Cust842,Female,47,Clothing,2,300,600
843,2023-05-22,Cust843,Male,21,Beauty,3,500,1500
844,2023-10-12,Cust844,Male,35,Clothing,3,50,150
845,2023-01-06,Cust845,Male,54,Clothing,1,500,500
846,2023-09-22,Cust846,Male,42,Beauty,1,50,50
847,2023-04-08,Cust847,Female,18,Electronics,4,300,1200
848,2023-02-13,Cust848,Female,63,Clothing,3,25,75
849,2023-05-04,Cust849,Male,32,Clothing,2,25,50
850,2023-07-28,Cust850,Female,26,Beauty,2,500,1000
851,2023-09-08,Cust851,Male,32,Electronics,2,25,50
852,2023-10-12,Cust852,Female,41,Clothing,1,300,300
853,2023-05-04,Cust853,Male,21,Beauty,2,500,1000
854,2023-12-20,Cust854,Male,29,Clothing,1,50,50
855,2023-09-01,Cust855,Male,54,Beauty,1,25,25
856,2023-11-27,Cust856,Male,54,Electronics,4,30,120
857,2023-12-31,Cust857,Male,60,Electronics,2,25,50
858,2023-09-09,Cust858,Male,23,Electronics,2,50,100
859,2023-08-18,Cust859,Female,56,Electronics,3,500,1500
860,2023-01-09,Cust860,Male,63,Clothing,4,50,200
861,2023-02-17,Cust861,Female,41,Clothing,3,30,90
862,2023-05-31,Cust862,Male,28,Electronics,4,300,1200
863,2023-04-24,Cust863,Female,30,Electronics,2,25,50
864,2023-07-27,Cust864,Female,51,Electronics,1,500,500
865,2023-12-21,Cust865,Female,42,Clothing,1,300,300
866,2023-05-05,Cust866,Male,24,Electronics,1,50,50
867,2023-06-06,Cust867,Male,21,Electronics,1,500,500
868,2023-12-06,Cust868,Female,25,Electronics,1,300,300
869,2023-10-25,Cust869,Male,37,Beauty,3,500,1500
870,2023-07-08,Cust870,Female,46,Electronics,4,30,120
871,2023-08-31,Cust871,Male,62,Beauty,2,30,60
872,2023-10-11,Cust872,Female,63,Beauty,3,25,75
873,2023-09-29,Cust873,Female,27,Electronics,4,25,100
874,2023-06-26,Cust874,Male,60,Beauty,1,30,30
875,2023-08-06,Cust875,Female,51,Electronics,4,500,2000
876,2023-10-09,Cust876,Male,43,Clothing,4,30,120
877,2023-06-19,Cust877,Female,58,Clothing,1,25,25
878,2023-06-30,Cust878,Female,20,Clothing,1,30,30
879,2023-12-26,Cust879,Male,23,Clothing,1,30,30
880,2023-08-21,Cust880,Male,22,Beauty,2,500,1000
881,2023-05-19,Cust881,Male,22,Electronics,1,300,300
882,2023-06-06,Cust882,Female,64,Electronics,2,25,50
883,2023-05-09,Cust883,Male,40,Electronics,1,500,500
884,2023-04-29,Cust884,Female,26,Clothing,2,30,60
885,2023-03-03,Cust885,Female,52,Clothing,4,30,120
886,2023-04-09,Cust886,Male,37,Electronics,3,300,900
887,2023-06-11,Cust887,Male,59,Clothing,4,25,100
888,2023-03-03,Cust888,Female,52,Electronics,4,25,100
889,2023-10-02,Cust889,Female,35,Electronics,1,50,50
890,2023-12-20,Cust890,Male,34,Electronics,2,25,50
891,2023-04-05,Cust891,Male,41,Electronics,3,300,900
892,2023-04-09,Cust892,Male,20,Electronics,1,50,50
893,2023-04-21,Cust893,Male,49,Electronics,1,50,50
894,2023-09-05,Cust894,Male,52,Electronics,1,30,30
895,2023-05-22,Cust895,Female,55,Clothing,4,30,120
896,2023-10-29,Cust896,Female,30,Electronics,2,25,50
897,2023-09-26,Cust897,Female,64,Electronics,2,50,100
898,2023-11-02,Cust898,Female,42,Clothing,3,30,90
899,2023-05-25,Cust899,Male,26,Clothing,2,300,600
900,2023-02-21,Cust900,Male,21,Clothing,2,30,60
901,2023-04-10,Cust901,Male,31,Electronics,1,30,30
902,2023-06-01,Cust902,Female,54,Beauty,1,50,50
903,2023-04-27,Cust903,Female,51,Beauty,4,50,200
904,2023-07-04,Cust904,Male,28,Clothing,1,500,500
905,2023-04-02,Cust905,Male,58,Beauty,1,300,300
906,2023-06-04,Cust906,Female,20,Clothing,1,50,50
907,2023-01-08,Cust907,Female,45,Electronics,1,25,25
908,2023-12-29,Cust908,Male,46,Beauty,4,300,1200
909,2023-10-01,Cust909,Male,26,Electronics,1,300,300
910,2023-03-06,Cust910,Female,20,Beauty,3,50,150
911,2023-05-21,Cust911,Male,42,Electronics,3,300,900
912,2023-01-24,Cust912,Male,51,Beauty,3,50,150
913,2023-01-28,Cust913,Male,29,Electronics,3,30,90
914,2023-10-11,Cust914,Female,59,Electronics,1,500,500
915,2023-05-30,Cust915,Female,26,Beauty,3,30,90
916,2023-12-24,Cust916,Female,32,Electronics,1,50,50
917,2023-03-06,Cust917,Female,57,Electronics,4,50,200
918,2023-11-23,Cust918,Female,42,Electronics,3,30,90
919,2023-09-09,Cust919,Female,22,Beauty,2,25,50
920,2023-02-22,Cust920,Female,28,Beauty,3,25,75
921,2023-01-07,Cust921,Male,51,Electronics,3,25,75
922,2023-10-21,Cust922,Male,41,Electronics,1,50,50
