Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
2025-05-06,South,Monitor,9,124.17,Store C,Wholesale,0.0,Eva,1117.53,Debit Card,Winter15,0,Reg100330,Cust 3746,13.31,2025-05-06,2025-05-10,Sophie
2024-09-13,East,Monitor,2,375.48,Store D,Retail,0.05,Diana,713.412,Credit Card,Freeship,0,Reg100331,Cust 9694,26.39,2024-09-13,2024-09-15,Eric
2023-05-25,East,Printer,13,211.06,Store B,Retail,0.1,Bob,2469.402,Gift Card,Unknown,1,Reg100332,Cust 4993,19.58,2023-05-25,2023-05-29,Eric
2024-09-26,South,Tablet,7,88.87,Store C,Retail,0.0,Alice,622.09,Online,Save10,0,Reg100333,Cust 1271,8.36,2024-09-26,2024-10-01,Sophie
2023-02-13,South,Phone,5,254.24,Store B,Wholesale,0.05,Bob,1207.64,Online,Unknown,0,Reg100334,Cust 3042,9.97,2023-02-13,2023-02-18,Sophie
2024-06-20,Central,Chair,5,432.35,Store C,Wholesale,0.1,Bob,1945.575,Gift Card,Unknown,1,Reg100335,Cust 6424,41.48,2024-06-20,2024-06-27,Cameron
2024-03-22,West,Laptop,19,590.0,Store D,Retail,0.05,Alice,10649.5,Online,Freeship,0,Reg100336,Cust 1422,5.91,2024-03-22,2024-03-25,Wendy
2024-02-08,West,Monitor,11,151.25,Store B,Wholesale,0.1,Frank,1497.375,Credit Card,Unknown,1,Reg100337,Cust 5857,22.65,2024-02-08,2024-02-11,Wendy
2024-06-01,East,Desk,3,204.79,Store B,Retail,0.1,Frank,552.933,Online,Freeship,1,Reg100338,Cust 6953,7.72,2024-06-01,2024-06-04,Eric
2024-05-26,North,Laptop,16,586.52,Store C,Wholesale,0.0,Diana,9384.32,Credit Card,Winter15,1,Reg100339,Cust 2916,17.06,2024-05-26,2024-06-01,Ryan
2024-06-25,East,Printer,16,104.83,Store A,Wholesale,0.0,Carlos,1677.28,Gift Card,Freeship,0,Reg100340,Cust 6855,33.99,2024-06-25,2024-06-30,Eric
2024-01-29,Central,Printer,16,598.48,Store A,Retail,0.1,Frank,8618.112000000001,Cash,Unknown,0,Reg100341,Cust 8464,47.86,2024-01-29,2024-02-07,Cameron
2024-12-07,South,Chair,8,367.89,Store B,Retail,0.05,Alice,2795.964,Cash,Freeship,0,Reg100342,Cust 9700,18.1,2024-12-07,2024-12-09,Sophie
2023-11-21,West,Chair,10,333.35,Store A,Retail,0.15,Alice,2833.475,Debit Card,Freeship,0,Reg100343,Cust 7765,39.35,2023-11-21,2023-11-26,Wendy
2024-12-16,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card,Winter15,1,Reg100344,Cust 8246,5.22,2024-12-16,2024-12-24,Ryan
2023-08-05,Central,Monitor,12,169.2,Store C,Retail,0.05,Diana,1928.88,Gift Card,Save10,0,Reg100345,Cust 6500,28.65,2023-08-05,2023-08-15,Cameron
2023-08-30,Central,Chair,7,103.03,Store D,Retail,0.1,Bob,649.089,Online,Freeship,1,Reg100346,Cust 1150,5.29,2023-08-30,2023-09-06,Cameron
2025-03-25,East,Printer,3,378.74,Store D,Wholesale,0.15,Frank,965.787,Online,Save10,0,Reg100347,Cust 7449,8.22,2025-03-25,2025-03-27,Eric
2024-12-13,North,Phone,15,27.21,Store C,Wholesale,0.0,Alice,408.15,Online,Winter15,0,Reg100348,Cust 1957,43.69,2024-12-13,2024-12-22,Ryan
2023-09-07,Central,Phone,14,52.09,Store A,Retail,0.0,Bob,729.26,Gift Card,Unknown,1,Reg100349,Cust 3467,48.02,2023-09-07,2023-09-14,Cameron
2023-12-12,North,Monitor,7,570.01,Store C,Wholesale,0.0,Carlos,3990.07,Credit Card,Winter15,0,Reg100350,Cust 5212,42.33,2023-12-12,2023-12-21,Ryan
2024-04-25,East,Monitor,19,526.23,Store B,Retail,0.0,Bob,9998.37,Credit Card,Winter15,0,Reg100351,Cust 3509,32.77,2024-04-25,2024-05-05,Eric
2025-05-04,North,Laptop,8,294.51,Store A,Wholesale,0.15,Diana,2002.668,Gift Card,Unknown,0,Reg100352,Cust 5316,10.46,2025-05-04,2025-05-07,Ryan
2023-09-16,South,Monitor,18,448.27,Store C,Wholesale,0.05,Diana,7665.416999999999,Credit Card,Save10,0,Reg100353,Cust 9919,47.56,2023-09-16,2023-09-20,Sophie
2024-10-23,West,Desk,17,583.88,Store D,Retail,0.1,Alice,8933.364,Credit Card,Winter15,0,Reg100354,Cust 7129,37.53,2024-10-23,2024-10-26,Wendy
2023-05-03,North,Desk,2,97.5,Store D,Retail,0.1,Alice,175.5,Cash,Unknown,1,Reg100355,Cust 9841,46.37,2023-05-03,2023-05-06,Ryan
2025-03-18,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash,Freeship,1,Reg100356,Cust 6362,22.13,2025-03-18,2025-03-25,Ryan
2023-08-25,West,Chair,13,513.18,Store B,Retail,0.0,Eva,6671.339999999999,Credit Card,Freeship,0,Reg100357,Cust 4142,10.57,2023-08-25,2023-08-27,Wendy
2023-07-13,North,Monitor,19,475.64,Store C,Retail,0.1,Frank,8133.444,Cash,Winter15,1,Reg100358,Cust 9584,11.17,2023-07-13,2023-07-17,Ryan
2025-02-25,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card,Save10,1,Reg100359,Cust 2553,7.9,2025-02-25,2025-03-06,Ryan
2025-04-14,Central,Laptop,14,285.03,Store B,Wholesale,0.1,Eva,3591.378,Credit Card,Save10,0,Reg100360,Cust 1347,41.5,2025-04-14,2025-04-17,Cameron
2025-06-15,Central,Desk,5,5.52,Store C,Retail,0.05,Alice,26.22,Credit Card,Freeship,0,Reg100361,Cust 8305,10.58,2025-06-15,2025-06-18,Cameron
2024-10-22,North,Monitor,18,396.25,Store D,Retail,0.1,Frank,6419.25,Credit Card,Freeship,0,Reg100362,Cust 7015,20.39,2024-10-22,2024-10-27,Ryan
2023-06-20,South,Laptop,9,282.8,Store D,Wholesale,0.05,Eva,2417.94,Online,Unknown,0,Reg100363,Cust 4394,49.79,2023-06-20,2023-06-25,Sophie
2025-03-05,South,Phone,6,525.43,Store C,Wholesale,0.05,Alice,2994.951,Credit Card,Unknown,0,Reg100364,Cust 3323,39.28,2025-03-05,2025-03-11,Sophie
2023-10-28,West,Tablet,15,127.67,Store D,Retail,0.1,Alice,1723.545,Debit Card,Unknown,0,Reg100365,Cust 4029,48.77,2023-10-28,2023-10-30,Wendy
2025-03-19,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card,Winter15,1,Reg100366,Cust 1400,13.33,2025-03-19,2025-03-26,Cameron
2023-08-06,West,Tablet,4,555.86,Store C,Retail,0.05,Bob,2112.268,Cash,Freeship,0,Reg100367,Cust 6361,28.92,2023-08-06,2023-08-08,Wendy
2024-09-11,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card,Winter15,1,Reg100368,Cust 5267,41.61,2024-09-11,2024-09-19,Cameron
2025-01-08,Central,Chair,4,353.7,Store A,Wholesale,0.0,Frank,1414.8,Credit Card,Freeship,0,Reg100369,Cust 9354,41.98,2025-01-08,2025-01-12,Cameron
2024-08-12,Central,Chair,3,149.25,Store D,Wholesale,0.0,Carlos,447.75,Debit Card,Unknown,1,Reg100370,Cust 9443,13.17,2024-08-12,2024-08-14,Cameron
2023-03-30,North,Monitor,19,156.44,Store C,Wholesale,0.1,Alice,2675.124,Online,Winter15,0,Reg100371,Cust 2252,19.44,2023-03-30,2023-04-04,Ryan
2023-02-01,Central,Phone,7,241.76,Store D,Wholesale,0.0,Carlos,1692.32,Online,Save10,0,Reg100372,Cust 1031,48.13,2023-02-01,2023-02-09,Cameron
2025-04-18,North,Laptop,20,170.49,Store A,Wholesale,0.0,Diana,3409.8,Online,Freeship,0,Reg100373,Cust 6086,19.74,2025-04-18,2025-04-27,Ryan
2025-03-29,Central,Monitor,11,149.67,Store C,Retail,0.1,Eva,1481.733,Credit Card,Unknown,0,Reg100374,Cust 1672,34.13,2025-03-29,2025-04-02,Cameron
2024-04-25,East,Tablet,1,173.56,Store D,Retail,0.1,Eva,156.204,Debit Card,Freeship,0,Reg100375,Cust 9313,39.1,2024-04-25,2024-04-28,Eric
2024-09-22,South,Monitor,7,349.55,Store A,Retail,0.05,Carlos,2324.5075,Credit Card,Freeship,0,Reg100376,Cust 4405,23.7,2024-09-22,2024-09-27,Sophie
2023-08-05,Central,Tablet,9,245.14,Store B,Wholesale,0.0,Alice,2206.26,Online,Save10,1,Reg100377,Cust 6453,44.6,2023-08-05,2023-08-14,Cameron
2024-06-07,South,Desk,1,423.08,Store B,Wholesale,0.05,Bob,401.926,Gift Card,Winter15,0,Reg100378,Cust 4772,31.75,2024-06-07,2024-06-11,Sophie
2025-05-24,East,Phone,19,337.82,Store B,Wholesale,0.15,Alice,5455.793,Online,Freeship,0,Reg100379,Cust 1762,45.74,2025-05-24,2025-05-30,Eric
2024-07-18,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash,Freeship,0,Reg100380,Cust 1865,8.92,2024-07-18,2024-07-25,Sophie
2024-07-14,West,Tablet,3,87.02,Store B,Wholesale,0.1,Frank,234.954,Cash,Winter15,0,Reg100381,Cust 9552,11.13,2024-07-14,2024-07-16,Wendy
2023-04-14,Central,Tablet,11,6.72,Store D,Wholesale,0.05,Bob,70.224,Cash,Save10,0,Reg100382,Cust 4273,34.27,2023-04-14,2023-04-19,Cameron
2023-06-01,South,Printer,2,279.38,Store D,Retail,0.1,Carlos,502.884,Online,Freeship,0,Reg100383,Cust 8712,22.95,2023-06-01,2023-06-06,Sophie
2025-04-17,Central,Phone,9,207.8,Store D,Retail,0.1,Alice,1683.18,Online,Winter15,0,Reg100384,Cust 9048,16.99,2025-04-17,2025-04-20,Cameron
2025-03-31,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.289999999999,Cash,Save10,0,Reg100385,Cust 7714,10.22,2025-03-31,2025-04-09,Eric
2024-07-15,East,Printer,10,325.97,Store D,Retail,0.0,Bob,3259.7,Cash,Freeship,1,Reg100386,Cust 4770,49.95,2024-07-15,2024-07-22,Eric
2024-08-30,South,Laptop,17,469.32,Store B,Retail,0.0,Carlos,7978.44,Gift Card,Winter15,1,Reg100387,Cust 2007,5.86,2024-08-30,2024-09-01,Sophie
2025-01-07,Central,Phone,13,186.69,Store D,Wholesale,0.0,Bob,2426.97,Cash,Freeship,0,Reg100388,Cust 8909,19.92,2025-01-07,2025-01-10,Cameron
2025-02-05,South,Phone,16,34.66,Store C,Retail,0.05,Alice,526.8319999999999,Debit Card,Unknown,0,Reg100389,Cust 4196,49.9,2025-02-05,2025-02-11,Sophie
2024-04-01,North,Printer,18,155.04,Store B,Wholesale,0.15,Frank,2372.112,Cash,Winter15,0,Reg100390,Cust 4189,39.99,2024-04-01,2024-04-04,Ryan
2025-03-01,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,Save10,0,Reg100391,Cust 7226,17.68,2025-03-01,2025-03-09,Wendy
2023-07-03,Central,Monitor,13,55.09,Store A,Wholesale,0.15,Diana,608.7445,Cash,Freeship,1,Reg100392,Cust 5015,47.78,2023-07-03,2023-07-06,Cameron
2023-04-25,Central,Laptop,13,206.11,Store B,Retail,0.15,Bob,2277.5155,Gift Card,Save10,1,Reg100393,Cust 9904,22.59,2023-04-25,2023-05-01,Cameron
2025-04-09,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.253999999999,Debit Card,Save10,0,Reg100394,Cust 7687,29.24,2025-04-09,2025-04-19,Wendy
2023-11-05,North,Monitor,6,449.57,Store D,Wholesale,0.0,Frank,2697.42,Gift Card,Winter15,0,Reg100395,Cust 6511,23.09,2023-11-05,2023-11-12,Ryan
2023-01-13,East,Laptop,9,223.01,Store C,Retail,0.0,Diana,2007.09,Cash,Unknown,1,Reg100396,Cust 2412,11.9,2023-01-13,2023-01-19,Eric
2025-02-06,West,Chair,14,291.91,Store A,Retail,0.15,Frank,3473.729,Credit Card,Unknown,0,Reg100397,Cust 1664,27.51,2025-02-06,2025-02-10,Wendy
2023-05-20,South,Monitor,13,90.86,Store A,Wholesale,0.0,Carlos,1181.18,Gift Card,Save10,0,Reg100398,Cust 6033,16.74,2023-05-20,2023-05-25,Sophie
2025-06-18,East,Desk,4,109.05,Store D,Wholesale,0.0,Diana,436.2,Gift Card,Winter15,0,Reg100399,Cust 4019,21.02,2025-06-18,2025-06-24,Eric
2023-02-23,West,Tablet,12,245.6,Store D,Retail,0.0,Bob,2947.2,Cash,Freeship,1,Reg100400,Cust 4515,43.92,2023-02-23,2023-02-27,Wendy
2024-11-09,East,Printer,15,380.03,Store A,Retail,0.0,Bob,5700.45,Online,Unknown,0,Reg100401,Cust 7532,25.72,2024-11-09,2024-11-12,Eric
2024-07-25,South,Tablet,3,417.58,Store D,Retail,0.05,Frank,1190.103,Gift Card,Save10,0,Reg100402,Cust 8756,43.42,2024-07-25,2024-07-31,Sophie
2023-08-19,West,Laptop,15,432.17,Store D,Wholesale,0.15,Frank,5510.1675,Debit Card,Winter15,0,Reg100403,Cust 7620,44.88,2023-08-19,2023-08-23,Wendy
2023-11-13,South,Monitor,13,531.77,Store C,Retail,0.1,Bob,6221.709000000001,Online,Save10,0,Reg100404,Cust 7368,37.91,2023-11-13,2023-11-15,Sophie
2024-09-10,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card,Save10,0,Reg100405,Cust 1319,37.12,2024-09-10,2024-09-18,Wendy
2024-08-30,Central,Chair,13,567.5,Store A,Retail,0.0,Eva,7377.5,Credit Card,Unknown,0,Reg100406,Cust 9597,28.41,2024-08-30,2024-09-02,Cameron
2024-11-10,East,Tablet,15,469.52,Store C,Wholesale,0.0,Alice,7042.799999999999,Credit Card,Freeship,0,Reg100407,Cust 7369,35.6,2024-11-10,2024-11-17,Eric
2023-04-13,East,Printer,1,396.09,Store D,Wholesale,0.15,Frank,336.6765,Credit Card,Winter15,0,Reg100408,Cust 8592,39.38,2023-04-13,2023-04-19,Eric
2023-11-20,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash,Save10,0,Reg100409,Cust 2337,37.09,2023-11-20,2023-11-27,Eric
2025-04-14,North,Printer,5,412.24,Store B,Wholesale,0.15,Carlos,1752.02,Cash,Freeship,0,Reg100410,Cust 9697,29.31,2025-04-14,2025-04-19,Ryan
2023-03-04,Central,Monitor,11,558.5,Store B,Retail,0.15,Carlos,5221.974999999999,Cash,Winter15,0,Reg100411,Cust 5895,48.15,2023-03-04,2023-03-09,Cameron
2024-11-16,North,Laptop,4,175.34,Store C,Retail,0.15,Eva,596.156,Cash,Freeship,0,Reg100412,Cust 9097,40.86,2024-11-16,2024-11-19,Ryan
2024-05-25,South,Laptop,19,478.73,Store A,Retail,0.0,Frank,9095.87,Debit Card,Winter15,1,Reg100413,Cust 5938,46.46,2024-05-25,2024-06-02,Sophie
2023-04-12,East,Desk,5,365.38,Store D,Wholesale,0.15,Alice,1552.865,Debit Card,Save10,1,Reg100414,Cust 6928,5.66,2023-04-12,2023-04-15,Eric
2023-03-07,South,Desk,10,397.33,Store B,Retail,0.15,Alice,3377.305,Credit Card,Unknown,0,Reg100415,Cust 6223,10.2,2023-03-07,2023-03-13,Sophie
2024-01-05,Central,Chair,17,241.01,Store A,Retail,0.1,Bob,3687.453,Debit Card,Winter15,0,Reg100416,Cust 7614,24.69,2024-01-05,2024-01-11,Cameron
2024-10-31,West,Desk,17,82.2,Store C,Wholesale,0.0,Alice,1397.4,Cash,Winter15,0,Reg100417,Cust 3231,32.5,2024-10-31,2024-11-10,Wendy
2024-05-08,West,Monitor,16,170.77,Store C,Retail,0.1,Frank,2459.088,Online,Save10,1,Reg100418,Cust 9123,45.93,2024-05-08,2024-05-14,Wendy
2024-03-05,Central,Monitor,1,8.2,Store C,Wholesale,0.15,Frank,6.969999999999999,Debit Card,Unknown,0,Reg100419,Cust 7054,30.35,2024-03-05,2024-03-15,Cameron
2023-07-18,North,Laptop,12,425.78,Store A,Retail,0.1,Bob,4598.424,Online,Unknown,1,Reg100420,Cust 4240,25.48,2023-07-18,2023-07-22,Ryan
2023-08-05,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card,Freeship,0,Reg100421,Cust 1237,21.47,2023-08-05,2023-08-14,Sophie
2023-09-18,West,Tablet,19,448.13,Store D,Wholesale,0.0,Alice,8514.47,Debit Card,Freeship,0,Reg100422,Cust 5513,28.29,2023-09-18,2023-09-20,Wendy
2023-03-27,South,Laptop,8,7.81,Store D,Wholesale,0.1,Frank,56.232,Online,Save10,0,Reg100423,Cust 1835,25.03,2023-03-27,2023-03-29,Sophie
2023-03-08,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,Winter15,1,Reg100424,Cust 8492,35.54,2023-03-08,2023-03-17,Eric
2024-05-02,West,Desk,5,245.2,Store B,Retail,0.15,Eva,1042.1,Online,Unknown,0,Reg100425,Cust 2451,46.37,2024-05-02,2024-05-06,Wendy
2023-09-16,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,Save10,0,Reg100426,Cust 4509,5.36,2023-09-16,2023-09-26,Ryan
2023-06-13,South,Tablet,14,583.96,Store C,Retail,0.0,Diana,8175.440000000001,Debit Card,Winter15,0,Reg100427,Cust 6643,23.03,2023-06-13,2023-06-22,Sophie
2023-11-05,North,Desk,16,181.08,Store C,Retail,0.1,Carlos,2607.552,Online,Winter15,0,Reg100428,Cust 2559,39.84,2023-11-05,2023-11-08,Ryan
2024-11-23,South,Tablet,8,414.94,Store A,Wholesale,0.0,Alice,3319.52,Debit Card,Save10,0,Reg100429,Cust 4423,46.58,2024-11-23,2024-11-26,Sophie
2024-02-09,Central,Phone,16,442.22,Store B,Retail,0.0,Alice,7075.52,Cash,Freeship,0,Reg100430,Cust 9139,27.36,2024-02-09,2024-02-18,Cameron
2023-11-16,Central,Printer,14,595.39,Store A,Wholesale,0.1,Bob,7501.914,Credit Card,Save10,0,Reg100431,Cust 6668,9.51,2023-11-16,2023-11-22,Cameron
2025-01-24,Central,Monitor,6,175.3,Store A,Wholesale,0.15,Alice,894.0300000000001,Cash,Save10,1,Reg100432,Cust 4315,17.92,2025-01-24,2025-01-29,Cameron
2025-05-06,Central,Tablet,7,319.59,Store C,Wholesale,0.15,Carlos,1901.5605,Gift Card,Winter15,1,Reg100433,Cust 8000,8.47,2025-05-06,2025-05-09,Cameron
2025-05-17,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.827499999999,Cash,Freeship,1,Reg100434,Cust 7585,41.03,2025-05-17,2025-05-27,Eric
2023-11-29,Central,Laptop,17,538.08,Store A,Retail,0.05,Eva,8689.992,Debit Card,Freeship,0,Reg100435,Cust 3127,19.61,2023-11-29,2023-12-01,Cameron
2023-02-24,South,Chair,16,187.84,Store A,Retail,0.0,Alice,3005.44,Credit Card,Save10,0,Reg100436,Cust 4130,18.65,2023-02-24,2023-02-26,Sophie
2023-11-04,South,Laptop,18,426.3,Store A,Wholesale,0.15,Carlos,6522.39,Credit Card,Unknown,1,Reg100437,Cust 6956,29.81,2023-11-04,2023-11-10,Sophie
2024-06-15,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online,Freeship,0,Reg100438,Cust 8155,34.7,2024-06-15,2024-06-22,Eric
2024-10-02,North,Tablet,19,385.72,Store A,Retail,0.05,Carlos,6962.246,Cash,Save10,1,Reg100439,Cust 8852,12.46,2024-10-02,2024-10-06,Ryan
2023-06-03,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card,Winter15,0,Reg100440,Cust 2850,48.71,2023-06-03,2023-06-13,Wendy
2023-09-10,East,Phone,6,471.74,Store C,Retail,0.15,Carlos,2405.874,Online,Unknown,0,Reg100441,Cust 9572,36.79,2023-09-10,2023-09-18,Eric
2025-05-20,Central,Printer,19,322.31,Store B,Retail,0.15,Bob,5205.306500000001,Cash,Freeship,0,Reg100442,Cust 6253,33.95,2025-05-20,2025-05-22,Cameron
2023-09-24,North,Tablet,13,115.86,Store A,Wholesale,0.1,Diana,1355.562,Cash,Unknown,1,Reg100443,Cust 4154,28.52,2023-09-24,2023-10-03,Ryan
2025-03-29,East,Tablet,18,398.26,Store B,Retail,0.1,Bob,6451.812000000001,Debit Card,Unknown,0,Reg100444,Cust 2137,16.8,2025-03-29,2025-04-04,Eric
2023-06-17,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online,Freeship,0,Reg100445,Cust 8157,16.44,2023-06-17,2023-06-25,Eric
2024-01-28,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online,Freeship,0,Reg100446,Cust 4861,42.03,2024-01-28,2024-02-05,Wendy
2023-03-14,Central,Chair,16,179.22,Store D,Retail,0.1,Alice,2580.768,Online,Winter15,0,Reg100447,Cust 7493,45.99,2023-03-14,2023-03-17,Cameron
2025-01-09,East,Laptop,12,148.66,Store A,Wholesale,0.0,Diana,1783.92,Online,Unknown,1,Reg100448,Cust 7073,27.16,2025-01-09,2025-01-17,Eric
2025-03-30,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online,Winter15,0,Reg100449,Cust 9085,20.38,2025-03-30,2025-04-06,Cameron
2023-10-23,East,Tablet,5,334.37,Store B,Retail,0.05,Carlos,1588.2575,Credit Card,Unknown,0,Reg100450,Cust 3247,32.13,2023-10-23,2023-10-28,Eric
2025-06-08,West,Monitor,3,599.72,Store D,Retail,0.15,Alice,1529.286,Online,Winter15,1,Reg100451,Cust 8504,14.93,2025-06-08,2025-06-14,Wendy
2024-02-26,West,Monitor,11,389.84,Store D,Wholesale,0.0,Alice,4288.24,Gift Card,Save10,1,Reg100452,Cust 4164,10.24,2024-02-26,2024-02-29,Wendy
2024-10-30,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online,Save10,0,Reg100453,Cust 9592,18.07,2024-10-30,2024-11-07,Eric
2024-08-19,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash,Save10,1,Reg100454,Cust 7450,8.1,2024-08-19,2024-08-23,Sophie
2023-07-30,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online,Freeship,0,Reg100455,Cust 4186,24.55,2023-07-30,2023-08-09,Cameron
2024-08-13,North,Monitor,16,64.03,Store A,Wholesale,0.0,Carlos,1024.48,Gift Card,Winter15,1,Reg100456,Cust 3305,16.71,2024-08-13,2024-08-23,Ryan
2023-11-04,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online,Freeship,0,Reg100457,Cust 9768,35.28,2023-11-04,2023-11-12,Ryan
2025-06-05,East,Printer,19,491.15,Store C,Retail,0.0,Frank,9331.85,Online,Unknown,0,Reg100458,Cust 1179,48.68,2025-06-05,2025-06-15,Eric
2023-06-23,North,Printer,5,360.34,Store C,Wholesale,0.0,Carlos,1801.7,Gift Card,Unknown,0,Reg100459,Cust 2546,33.76,2023-06-23,2023-06-28,Ryan
2024-09-21,South,Laptop,20,296.8,Store A,Retail,0.1,Frank,5342.400000000001,Gift Card,Unknown,0,Reg100460,Cust 2672,19.57,2024-09-21,2024-09-28,Sophie
2024-01-01,South,Desk,3,599.42,Store A,Wholesale,0.1,Bob,1618.434,Online,Save10,0,Reg100461,Cust 3394,48.02,2024-01-01,2024-01-03,Sophie
2025-01-02,West,Laptop,1,374.33,Store B,Wholesale,0.0,Carlos,374.33,Credit Card,Freeship,0,Reg100462,Cust 1649,33.31,2025-01-02,2025-01-12,Wendy
2024-03-14,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash,Save10,0,Reg100463,Cust 6994,45.03,2024-03-14,2024-03-21,Ryan
2024-05-04,West,Monitor,13,198.44,Store D,Wholesale,0.0,Carlos,2579.72,Cash,Save10,1,Reg100464,Cust 9879,31.51,2024-05-04,2024-05-09,Wendy
2025-02-27,South,Printer,12,384.2,Store A,Retail,0.0,Eva,4610.4,Cash,Freeship,0,Reg100465,Cust 9069,38.99,2025-02-27,2025-03-02,Sophie
2024-11-13,Central,Phone,4,475.49,Store B,Wholesale,0.15,Frank,1616.666,Cash,Winter15,0,Reg100466,Cust 3712,11.6,2024-11-13,2024-11-17,Cameron
2023-10-31,West,Printer,6,202.97,Store C,Retail,0.1,Eva,1096.038,Gift Card,Winter15,0,Reg100467,Cust 3829,43.55,2023-10-31,2023-11-10,Wendy
2023-12-19,Central,Tablet,18,135.23,Store C,Wholesale,0.0,Diana,2434.14,Online,Winter15,1,Reg100468,Cust 1623,46.1,2023-12-19,2023-12-24,Cameron
2023-11-27,South,Tablet,20,356.4,Store C,Wholesale,0.05,Diana,6771.599999999999,Cash,Freeship,1,Reg100469,Cust 3532,26.7,2023-11-27,2023-12-03,Sophie
2023-08-15,East,Laptop,3,294.72,Store C,Wholesale,0.05,Alice,839.952,Cash,Save10,0,Reg100470,Cust 4712,45.33,2023-08-15,2023-08-18,Eric
2023-01-16,West,Phone,20,553.85,Store A,Retail,0.0,Frank,11077.0,Cash,Winter15,0,Reg100471,Cust 6211,33.21,2023-01-16,2023-01-24,Wendy
2025-02-28,Central,Tablet,13,81.17,Store D,Retail,0.1,Frank,949.6890000000001,Cash,Save10,1,Reg100472,Cust 1222,48.21,2025-02-28,2025-03-08,Cameron
2023-11-28,West,Phone,2,532.51,Store B,Wholesale,0.0,Carlos,1065.02,Credit Card,Winter15,1,Reg100473,Cust 6208,49.67,2023-11-28,2023-12-01,Wendy
2023-12-04,West,Printer,1,268.19,Store B,Wholesale,0.1,Carlos,241.371,Gift Card,Winter15,0,Reg100474,Cust 5942,9.48,2023-12-04,2023-12-13,Wendy
2024-06-21,South,Printer,17,432.65,Store A,Retail,0.15,Frank,6251.7925,Cash,Freeship,0,Reg100475,Cust 1745,18.85,2024-06-21,2024-06-29,Sophie
2025-03-17,East,Desk,14,123.04,Store A,Wholesale,0.1,Diana,1550.304,Cash,Winter15,1,Reg100476,Cust 2679,43.28,2025-03-17,2025-03-26,Eric
2023-08-17,Central,Desk,16,454.54,Store B,Retail,0.1,Bob,6545.376,Online,Freeship,0,Reg100477,Cust 9907,20.55,2023-08-17,2023-08-19,Cameron
2023-08-30,Central,Monitor,11,414.58,Store D,Wholesale,0.05,Diana,4332.361,Cash,Winter15,0,Reg100478,Cust 5750,25.33,2023-08-30,2023-09-05,Cameron
2025-06-16,East,Phone,9,352.91,Store B,Wholesale,0.1,Bob,2858.571,Cash,Freeship,0,Reg100479,Cust 5717,30.57,2025-06-16,2025-06-18,Eric
2023-06-29,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online,Winter15,0,Reg100480,Cust 7995,26.96,2023-06-29,2023-07-09,Ryan
2023-08-13,North,Monitor,7,125.02,Store D,Wholesale,0.0,Carlos,875.14,Credit Card,Freeship,0,Reg100481,Cust 5572,12.45,2023-08-13,2023-08-20,Ryan
2024-04-29,West,Tablet,20,367.24,Store A,Wholesale,0.05,Carlos,6977.559999999999,Gift Card,Freeship,0,Reg100482,Cust 1721,45.67,2024-04-29,2024-05-07,Wendy
2023-07-15,West,Monitor,8,432.12,Store B,Retail,0.0,Diana,3456.96,Credit Card,Winter15,0,Reg100483,Cust 2641,42.1,2023-07-15,2023-07-25,Wendy
2025-01-17,North,Tablet,3,13.33,Store D,Retail,0.1,Eva,35.991,Cash,Save10,0,Reg100484,Cust 9769,17.62,2025-01-17,2025-01-23,Ryan
