customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9231-Zjyam,Female,1,No,No,4,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,78.85,292.8,Yes
4250-Waroz,Male,1,Yes,Yes,60,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,93.25,5774.55,No
8184-Wmofi,Male,0,Yes,Yes,62,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card (Automatic),71.4,4487.3,No
6982-Sshfk,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.4,44.4,Yes
6092-Qzvpp,Male,0,No,No,36,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),79.2,2854.95,No
4625-Lamob,Male,0,No,No,44,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.4,905.55,No
0727-Bmplr,Female,1,No,No,55,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,100.0,5509.3,Yes
0392-Bziuw,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),105.0,7589.8,No
1038-Zagbi,Female,0,Yes,Yes,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),19.8,229.6,Yes
6549-Nndyt,Female,0,No,No,13,No,No Phone Service,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),30.85,394.1,No
3027-Ztdho,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,89.9,89.9,Yes
0422-Ohqhq,Female,0,Yes,Yes,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.55,295.95,No
6916-Hijse,Female,0,No,No,65,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),84.85,5459.2,No
2316-Esmls,Female,0,Yes,Yes,12,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),33.15,444.75,No
9778-Ogkqz,Male,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),92.0,6782.15,No
7408-Ofwxj,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),89.8,6510.45,No
6007-Tctst,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),115.8,8476.5,No
2252-Nknsi,Male,0,No,Yes,52,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.15,4461.85,No
8713-Igzso,Male,0,No,No,2,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,24.85,62,No
7905-Tvxta,Female,0,No,No,5,Yes,No,Dsl,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,64.35,352.65,No
7695-Pklcz,Female,0,No,No,68,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.5,1424.9,No
2382-Bckqj,Female,0,No,Yes,62,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,100.15,6413.65,Yes
8374-Uulrv,Male,0,No,No,72,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),86.05,6309.65,No
2207-Nhrjk,Male,0,No,No,1,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,50.8,50.8,Yes
3224-Dfqnq,Female,0,Yes,No,66,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,One Year,No,Electronic Check,89.0,5898.6,No
5275-Pmfut,Male,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),64.8,4719.75,No
4795-Uxvcj,Male,0,No,No,26,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.8,457.3,No
9777-Iqhwp,Male,0,Yes,Yes,64,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Transfer (Automatic),93.4,5822.3,No
0947-Mugvo,Male,1,Yes,No,20,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.65,1463.5,Yes
9944-Hkvvb,Female,0,No,No,3,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.1,307.4,Yes
4124-Mmetb,Male,0,No,No,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.65,2104.55,Yes
3671-Shrsp,Male,0,Yes,No,4,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,80.6,319.15,Yes
0979-Mozqi,Male,0,Yes,No,62,No,No Phone Service,Dsl,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),39.0,2337.45,No
2732-Isezx,Female,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.5,104.3,No
3313-Qknkb,Male,0,Yes,No,59,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Electronic Check,85.55,5084.65,Yes
0323-Xwwtn,Male,0,No,Yes,3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,26.4,121.25,No
1937-Otuky,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),98.2,7015.9,No
1573-Lgxba,Male,0,Yes,Yes,57,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),97.55,5598,No
1764-Vuumt,Male,0,No,Yes,66,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.95,1269.1,No
5073-Wxoyn,Female,0,No,No,60,No,No Phone Service,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,50.8,3027.4,Yes
4713-Zburt,Male,0,No,Yes,45,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),99.7,4634.35,No
3050-Gbush,Female,0,No,No,3,No,No Phone Service,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),34.8,113.95,No
0207-Mdknv,Female,0,No,No,15,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,105.1,1582.75,Yes
7876-Aehig,Female,0,No,Yes,51,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),60.15,3077,No
7945-Hlkea,Female,0,No,No,60,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,One Year,No,Electronic Check,64.75,4039.5,No
9342-Vnimq,Male,0,No,No,33,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),54.65,1665.2,No
9851-Kielu,Male,0,No,No,10,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,110.1,1043.3,Yes
3523-Brguw,Male,1,No,No,26,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.3,504.2,No
3908-Blsyf,Female,0,No,No,6,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,83.9,497.55,Yes
3199-Npkcn,Female,0,Yes,No,67,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,111.25,7511.65,No
5170-Ptrka,Female,0,Yes,Yes,49,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,Yes,Credit Card (Automatic),35.8,1782,No
4661-Njeux,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.05,20.05,No
2123-Ageen,Female,1,No,No,7,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,84.35,609.65,No
1258-Ymznm,Female,1,No,No,27,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),110.5,2857.6,No
0048-Lumls,Male,0,Yes,Yes,37,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,One Year,No,Credit Card (Automatic),91.2,3247.55,No
7549-Mygpk,Female,0,Yes,Yes,63,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,100.55,6215.35,Yes
5898-Igslp,Male,0,Yes,Yes,31,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,89.3,2823,No
3804-Rvtgv,Male,0,Yes,Yes,50,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),103.85,5017.9,Yes
6259-Wjqlc,Male,1,No,No,32,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),81.1,2619.25,No
9227-Lunbg,Female,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,24.6,24.6,Yes
7997-Eassd,Female,0,Yes,No,63,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Credit Card (Automatic),81.2,4965.1,No
0730-Koave,Male,0,No,No,30,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.3,2679.7,No
8975-Skgrx,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),116.1,8310.55,No
0678-Rlhvp,Female,0,No,No,53,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,No,Electronic Check,105.55,5682.25,No
4315-Murbd,Female,0,No,No,12,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),98.9,1120.95,Yes
2267-Fpima,Male,0,Yes,No,50,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.4,4914.9,No
1051-Gejlj,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.5,27.55,No
9734-Ywgex,Female,0,No,No,9,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),98.3,923.5,Yes
2719-Bdaqo,Male,0,No,No,17,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,93.85,1625.65,Yes
5285-Mvehd,Female,0,Yes,No,56,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),105.6,6068.65,No
0379-Djqhr,Male,0,Yes,Yes,67,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card (Automatic),81.35,5398.6,No
0781-Lkxbr,Male,1,No,No,9,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.5,918.6,Yes
5543-Qdcry,Male,0,No,No,4,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,56.4,234.85,No
0297-Rbcsg,Male,0,No,No,19,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),65.35,1231.85,No
4694-Phwfw,Female,0,No,Yes,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.95,170.9,No
0835-Jkadz,Female,0,No,No,71,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,111.25,7984.15,No
1907-Ubqfc,Male,1,No,No,10,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,72.85,688.65,Yes
7508-Smhxl,Female,1,No,No,15,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),89.0,1288.3,No
3865-Yiott,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),106.1,7848.5,No
5993-Bqhea,Male,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),20.05,267,No
6024-Ruggh,Male,0,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.2,1798.9,No
6513-Eecdb,Male,1,Yes,No,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.55,73.55,Yes
3956-Cjust,Female,1,No,No,23,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.4,1643.55,No
4079-Wwqqq,Male,0,No,No,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),65.55,4807.45,No
6103-Bocou,Female,0,No,No,26,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,80.7,2193,No
5149-Tgwdz,Female,0,No,No,21,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,104.55,2239.4,No
7471-Wnsuf,Male,0,Yes,No,60,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),24.15,1505.9,No
8942-Dbmhz,Male,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.45,255.35,No
4301-Vvzka,Male,0,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.4,1189.4,No
9199-Pwqvc,Female,0,Yes,No,63,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),79.7,4786.15,No
4824-Gucby,Female,1,No,No,22,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,81.7,1820.9,No
5393-Hjzsm,Female,0,Yes,Yes,32,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),76.3,2404.15,No
7074-Ievoj,Female,1,No,No,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.4,205.05,Yes
9625-Qstye,Female,0,No,No,13,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,81.15,952.3,Yes
0862-Prcbs,Female,0,Yes,Yes,68,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),103.75,7039.45,No
8812-Zrhfp,Female,0,Yes,Yes,30,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,No,Electronic Check,86.45,2538.05,No
5146-Cbvoe,Female,0,No,No,16,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),75.1,1212.85,No
0454-Okrct,Male,0,No,No,33,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Two Year,No,Bank Transfer (Automatic),80.6,2651.1,No
5787-Kxgiy,Male,0,Yes,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.3,1304.8,No
4750-Zrxiu,Female,1,No,No,4,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.6,360.1,Yes
4198-Vfoea,Female,0,No,No,12,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,Yes,Mailed Check,33.6,435.45,No
6630-Ujzmy,Female,1,Yes,No,4,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,83.25,308.05,No
5709-Lvoeq,Female,0,Yes,Yes,0,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,80.85,,No
6400-Bwqkw,Female,0,No,No,6,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.05,434.5,Yes
2692-Aqcpf,Female,0,Yes,No,65,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),108.05,7118.9,No
0347-Ubkuz,Female,0,No,No,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.9,320.45,No
0835-Duuiq,Female,0,No,Yes,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),21.05,531.55,No
0811-Gsdtp,Female,0,No,Yes,13,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,30.15,382.2,No
7567-Ecmcm,Male,0,No,No,24,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),79.85,2001,No
6115-Ztbfq,Female,0,Yes,No,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),65.5,4919.7,No
6353-Brmma,Female,0,Yes,Yes,54,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),104.1,5645.8,No
6680-Wkxrz,Female,0,No,No,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),74.4,215.8,Yes
6231-Wfgfh,Male,0,Yes,Yes,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.5,77.6,No
9904-Ehevj,Female,1,Yes,Yes,32,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Mailed Check,91.35,2896.55,No
7028-Dvoiq,Male,1,No,No,35,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.05,3395.8,Yes
6169-Ppetc,Male,0,Yes,Yes,35,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),20.5,759.35,No
4208-Uffgw,Male,1,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.95,85.15,Yes
8584-Kmvxd,Female,0,No,No,8,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,75.6,535.55,No
8467-Wynsr,Male,0,No,No,22,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,55.1,1253.15,No
0851-Dfjkb,Female,0,No,No,15,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,58.95,955.15,No
5382-Soyzl,Male,0,No,No,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.1,2162.6,No
9448-Reevd,Male,0,Yes,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),44.7,44.7,Yes
3261-Cqxol,Female,0,Yes,Yes,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),25.45,1813.35,No
8388-Fynpz,Male,0,No,No,4,Yes,No,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,No,Electronic Check,56.75,245.15,No
4002-Bqwpq,Male,0,No,No,25,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),81.75,2028.8,No
5651-Ylprd,Female,0,Yes,Yes,32,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,86.1,2723.75,No
2826-Dxlqo,Male,1,Yes,No,7,No,No Phone Service,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),29.8,220.45,No
4378-Bzyfp,Male,0,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,20.5,365.8,No
9489-Utfka,Male,1,Yes,No,8,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),60.9,551.95,No
4849-Pyrlq,Female,1,No,No,56,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),73.25,4054.2,No
9117-Shlzx,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.7,45.7,Yes
9889-Tmahg,Male,1,No,No,8,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),100.3,832.35,Yes
4541-Rmrlg,Male,0,No,No,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.25,112.3,Yes
7764-Bdpee,Male,0,No,Yes,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.85,60.65,No
3429-Iflem,Female,0,No,No,71,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),77.35,5550.1,No
3158-Moerk,Female,0,No,No,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,96.0,174.8,Yes
7294-Tmaop,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,90.55,90.55,Yes
5002-Gcqfh,Male,0,Yes,No,49,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),93.85,4733.1,No
0556-Fjegu,Male,0,No,No,58,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Transfer (Automatic),70.1,4048.95,No
8919-Fyfqz,Male,1,Yes,No,44,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,30.35,1359.7,Yes
0604-Thjfp,Female,0,Yes,Yes,59,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),75.95,4542.35,No
2834-Jrtua,Male,0,No,No,71,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,108.05,7532.15,Yes
5875-Ypqfj,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.9,69.9,Yes
5879-Sesnb,Female,0,No,No,11,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,75.25,888.65,No
6646-Qvxlr,Male,1,Yes,No,62,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,103.75,6383.35,Yes
6461-Ppaxn,Female,0,Yes,Yes,35,Yes,No,Dsl,Yes,No,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),54.95,1916,No
3318-Isqfq,Female,0,No,No,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),19.5,413,No
1106-Hrlkz,Male,0,Yes,Yes,40,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.6,808.95,No
2483-Xssmz,Female,0,No,No,39,Yes,No,Dsl,Yes,No,No,No,No,No,One Year,Yes,Electronic Check,47.85,1886.4,No
8603-Ijwdn,Male,0,No,No,1,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,86.6,86.6,Yes
8165-Zjrnm,Female,0,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),23.75,1679.25,No
9369-Xfehk,Female,1,Yes,No,33,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.6,2656.5,Yes
2604-Xvdam,Female,0,No,No,12,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),43.8,540.95,No
3717-Ofrtn,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),19.75,19.75,No
9046-Jbfwa,Male,0,No,Yes,27,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.15,537.35,No
3280-Nmuvx,Male,0,Yes,Yes,34,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.6,678.8,No
1206-Ehbdd,Female,0,Yes,No,56,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Two Year,No,Bank Transfer (Automatic),80.3,4513.65,No
8361-Lbrdi,Female,0,No,No,58,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),24.35,1423.85,No
4883-Kcpzj,Female,0,Yes,Yes,22,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.25,555.4,No
