age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,Management,Married,Tertiary,No,605,Yes,No,Unknown,26,1900-05-01,204,1,-1,0,Unknown,No
53,Management,Married,Tertiary,No,4,No,No,Unknown,20,1900-06-01,19,6,-1,0,Unknown,No
23,Student,Single,Secondary,No,8494,No,No,Cellular,25,1900-08-01,158,2,-1,0,Unknown,No
42,Entrepreneur,Married,Primary,No,198,Yes,No,Unknown,8,1900-05-01,314,1,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,841,Yes,No,Unknown,19,1900-05-01,215,1,-1,0,Unknown,No
34,Management,Married,Tertiary,No,8,No,No,Cellular,25,1900-08-01,169,4,-1,0,Unknown,No
36,Admin.,Married,Secondary,No,470,Yes,No,Cellular,31,1900-07-01,101,4,-1,0,Unknown,No
43,Retired,Married,Secondary,No,520,Yes,No,Unknown,20,1900-05-01,15,13,-1,0,Unknown,No
36,Blue-Collar,Married,Secondary,No,439,Yes,No,Unknown,21,1900-05-01,260,5,-1,0,Unknown,No
49,Blue-Collar,Married,Secondary,No,-454,Yes,No,Cellular,14,1900-05-01,558,1,-1,0,Unknown,Yes
55,Retired,Married,Secondary,No,466,No,No,Unknown,17,1900-06-01,287,4,-1,0,Unknown,No
53,Retired,Married,Secondary,No,665,Yes,No,Cellular,22,1900-04-01,371,2,-1,0,Unknown,Yes
42,Technician,Married,Secondary,No,994,Yes,No,Cellular,11,1900-08-01,149,1,78,5,Failure,Yes
45,Admin.,Married,Secondary,No,5346,Yes,Yes,Unknown,21,1900-10-01,187,1,-1,0,Unknown,Yes
31,Blue-Collar,Married,Secondary,No,1243,Yes,No,Unknown,21,1900-05-01,32,1,-1,0,Unknown,No
32,Admin.,Married,Tertiary,No,0,Yes,No,Unknown,5,1900-05-01,138,1,-1,0,Unknown,No
36,Blue-Collar,Married,Secondary,No,2357,Yes,No,Unknown,17,1900-06-01,228,2,-1,0,Unknown,No
56,Retired,Married,Secondary,No,1044,No,No,Telephone,3,1900-07-01,353,2,-1,0,Unknown,Yes
46,Admin.,Married,Secondary,No,1069,Yes,No,Unknown,8,1900-05-01,45,2,-1,0,Unknown,No
41,Housemaid,Single,Secondary,No,231,No,No,Cellular,9,1900-07-01,76,2,-1,0,Unknown,No
31,Admin.,Married,Secondary,No,0,Yes,Yes,Unknown,6,1900-05-01,144,2,-1,0,Unknown,No
32,Technician,Married,Secondary,No,266,Yes,No,Cellular,19,1900-08-01,168,2,-1,0,Unknown,No
38,Management,Married,Tertiary,No,-70,Yes,No,Cellular,30,1900-01-01,140,1,2,3,Other,No
49,Retired,Single,Primary,No,25824,No,No,Unknown,17,1900-06-01,94,1,-1,0,Unknown,No
46,Management,Single,Primary,No,538,No,No,Unknown,17,1900-06-01,118,3,-1,0,Unknown,No
29,Technician,Single,Secondary,No,534,Yes,No,Cellular,18,1900-05-01,382,1,-1,0,Unknown,No
36,Admin.,Married,Unknown,No,2323,No,No,Cellular,19,1900-11-01,111,1,-1,0,Unknown,No
38,Admin.,Married,Secondary,No,1852,Yes,No,Cellular,15,1900-05-01,298,2,-1,0,Unknown,No
53,Technician,Married,Secondary,No,2647,Yes,No,Unknown,30,1900-05-01,121,1,-1,0,Unknown,No
43,Management,Married,Tertiary,No,2767,Yes,No,Unknown,15,1900-05-01,317,7,-1,0,Unknown,No
41,Management,Married,Tertiary,No,176,Yes,Yes,Unknown,5,1900-05-01,42,1,-1,0,Unknown,No
42,Management,Single,Secondary,No,9720,No,No,Cellular,5,1900-08-01,81,2,-1,0,Unknown,No
55,Blue-Collar,Divorced,Secondary,No,1613,Yes,No,Cellular,3,1900-04-01,296,1,270,3,Failure,Yes
39,Admin.,Divorced,Secondary,No,2903,Yes,Yes,Telephone,25,1900-07-01,259,2,-1,0,Unknown,No
30,Admin.,Single,Secondary,No,81,Yes,No,Cellular,6,1900-08-01,121,6,112,3,Other,No
41,Blue-Collar,Married,Secondary,No,780,Yes,No,Cellular,15,1900-05-01,432,3,-1,0,Unknown,No
44,Unemployed,Married,Tertiary,No,178,No,No,Cellular,8,1900-08-01,126,2,-1,0,Unknown,No
58,Management,Married,Tertiary,No,299,No,No,Cellular,16,1900-07-01,120,4,-1,0,Unknown,No
35,Retired,Married,Primary,No,285,Yes,No,Cellular,29,1900-01-01,136,1,-1,0,Unknown,No
27,Blue-Collar,Married,Secondary,No,872,Yes,No,Cellular,17,1900-04-01,1130,3,-1,0,Unknown,No
34,Services,Married,Secondary,No,1337,No,No,Cellular,17,1900-12-01,330,2,127,3,Success,Yes
25,Services,Married,Secondary,No,72,Yes,No,Cellular,23,1900-07-01,305,2,-1,0,Unknown,No
36,Blue-Collar,Married,Secondary,No,0,No,No,Unknown,20,1900-06-01,332,3,-1,0,Unknown,No
38,Blue-Collar,Married,Secondary,No,-388,Yes,No,Unknown,9,1900-05-01,412,1,-1,0,Unknown,No
30,Admin.,Married,Secondary,No,11,Yes,No,Cellular,11,1900-05-01,157,1,-1,0,Unknown,No
47,Blue-Collar,Divorced,Secondary,Yes,-535,Yes,No,Cellular,30,1900-07-01,71,2,-1,0,Unknown,No
41,Services,Divorced,Secondary,No,787,Yes,No,Cellular,8,1900-05-01,297,2,-1,0,Unknown,No
36,Management,Single,Tertiary,No,3343,No,No,Cellular,18,1900-11-01,307,1,-1,0,Unknown,No
63,Entrepreneur,Married,Secondary,No,3904,No,No,Telephone,4,1900-08-01,250,2,187,2,Success,Yes
23,Management,Single,Tertiary,No,736,Yes,No,Cellular,30,1900-04-01,119,1,-1,0,Unknown,No
32,Management,Married,Tertiary,No,1390,No,No,Cellular,7,1900-08-01,116,2,-1,0,Unknown,No
57,Retired,Married,Primary,No,808,No,No,Telephone,7,1900-07-01,274,1,-1,0,Unknown,No
48,Management,Married,Tertiary,No,1147,No,No,Cellular,5,1900-08-01,389,1,64,2,Success,Yes
49,Services,Married,Secondary,No,1122,No,No,Cellular,4,1900-08-01,143,1,-1,0,Unknown,No
50,Technician,Married,Secondary,No,-568,Yes,Yes,Unknown,28,1900-05-01,860,2,-1,0,Unknown,No
33,Blue-Collar,Married,Primary,No,1165,Yes,No,Unknown,21,1900-05-01,420,2,-1,0,Unknown,No
53,Services,Divorced,Secondary,No,-905,Yes,No,Unknown,28,1900-05-01,213,1,-1,0,Unknown,No
30,Unemployed,Married,Tertiary,No,0,Yes,No,Cellular,18,1900-11-01,756,1,-1,0,Unknown,No
38,Technician,Married,Secondary,No,740,No,No,Cellular,7,1900-08-01,259,3,-1,0,Unknown,No
44,Management,Married,Secondary,No,8262,Yes,No,Cellular,23,1900-07-01,201,16,-1,0,Unknown,No
39,Admin.,Single,Secondary,No,14,Yes,Yes,Unknown,13,1900-05-01,19,9,-1,0,Unknown,No
45,Technician,Single,Unknown,No,7108,Yes,Yes,Cellular,18,1900-11-01,53,1,172,3,Failure,No
36,Blue-Collar,Married,Secondary,No,1049,Yes,No,Cellular,14,1900-05-01,224,4,-1,0,Unknown,Yes
38,Blue-Collar,Married,Secondary,No,0,Yes,No,Cellular,13,1900-05-01,57,5,349,1,Other,No
36,Housemaid,Married,Secondary,No,419,Yes,No,Unknown,30,1900-05-01,251,1,-1,0,Unknown,No
30,Management,Single,Tertiary,No,726,Yes,No,Cellular,16,1900-04-01,39,1,342,3,Failure,No
28,Technician,Divorced,Tertiary,No,594,Yes,Yes,Unknown,18,1900-06-01,54,3,-1,0,Unknown,No
26,Unemployed,Married,Tertiary,No,454,Yes,Yes,Unknown,23,1900-05-01,28,18,-1,0,Unknown,No
54,Unknown,Married,Secondary,No,2206,No,No,Cellular,12,1900-11-01,104,1,99,2,Other,Yes
38,Admin.,Married,Tertiary,No,1988,No,No,Cellular,27,1900-03-01,164,2,130,2,Failure,Yes
32,Technician,Single,Tertiary,No,0,No,No,Cellular,7,1900-08-01,268,2,-1,0,Unknown,No
50,Admin.,Divorced,Secondary,No,202,No,Yes,Cellular,17,1900-11-01,148,1,-1,0,Unknown,No
43,Blue-Collar,Married,Secondary,No,667,Yes,No,Unknown,7,1900-05-01,228,3,-1,0,Unknown,No
48,Admin.,Married,Secondary,No,112,No,No,Cellular,18,1900-08-01,139,5,-1,0,Unknown,No
57,Housemaid,Married,Primary,No,50,No,No,Cellular,18,1900-08-01,89,3,-1,0,Unknown,No
64,Housemaid,Married,Primary,No,768,No,No,Cellular,15,1900-07-01,250,2,182,1,Success,No
26,Services,Divorced,Secondary,No,74,Yes,No,Unknown,23,1900-05-01,106,6,-1,0,Unknown,No
33,Blue-Collar,Married,Secondary,No,661,Yes,No,Cellular,18,1900-07-01,968,1,-1,0,Unknown,Yes
50,Self-Employed,Married,Secondary,No,3025,No,Yes,Cellular,6,1900-08-01,168,3,-1,0,Unknown,No
47,Self-Employed,Married,Tertiary,No,751,No,No,Cellular,24,1900-07-01,408,14,-1,0,Unknown,No
39,Management,Single,Tertiary,No,416,No,No,Cellular,23,1900-10-01,56,4,-1,0,Unknown,No
52,Services,Married,Primary,No,14,No,Yes,Cellular,28,1900-07-01,55,5,-1,0,Unknown,No
31,Blue-Collar,Single,Primary,No,-502,Yes,No,Unknown,29,1900-05-01,76,4,-1,0,Unknown,No
50,Blue-Collar,Married,Primary,No,0,No,No,Cellular,11,1900-08-01,72,5,-1,0,Unknown,No
47,Technician,Married,Secondary,No,599,Yes,No,Cellular,13,1900-08-01,99,3,-1,0,Unknown,No
30,Management,Single,Tertiary,No,-218,Yes,No,Cellular,27,1900-08-01,13,15,-1,0,Unknown,No
32,Technician,Single,Tertiary,No,1012,No,No,Cellular,14,1900-04-01,178,1,-1,0,Unknown,No
36,Technician,Married,Secondary,No,300,No,No,Unknown,9,1900-06-01,287,1,-1,0,Unknown,No
46,Technician,Married,Tertiary,No,217,Yes,No,Cellular,14,1900-05-01,141,1,346,2,Other,No
45,Management,Divorced,Tertiary,No,2096,No,No,Cellular,21,1900-11-01,127,1,100,2,Failure,No
37,Technician,Single,Secondary,No,0,No,No,Cellular,4,1900-08-01,69,2,-1,0,Unknown,No
58,Housemaid,Married,Primary,No,5278,Yes,No,Unknown,4,1900-06-01,763,4,-1,0,Unknown,No
59,Management,Married,Tertiary,No,1831,No,No,Cellular,17,1900-02-01,122,1,92,1,Failure,No
28,Management,Married,Tertiary,No,1480,Yes,No,Cellular,18,1900-05-01,143,1,-1,0,Unknown,No
48,Management,Married,Tertiary,No,7289,Yes,No,Cellular,2,1900-02-01,316,3,-1,0,Unknown,No
55,Blue-Collar,Married,Unknown,No,1665,No,No,Telephone,30,1900-07-01,89,2,-1,0,Unknown,No
37,Blue-Collar,Single,Primary,No,851,Yes,No,Cellular,15,1900-05-01,151,1,352,1,Failure,No
41,Management,Married,Tertiary,No,2885,No,No,Cellular,19,1900-11-01,40,1,-1,0,Unknown,No
35,Blue-Collar,Married,Secondary,No,137,No,Yes,Unknown,4,1900-10-01,5,1,808,12,Failure,No
34,Blue-Collar,Single,Secondary,No,1239,Yes,No,Cellular,18,1900-07-01,90,1,-1,0,Unknown,No
43,Management,Single,Tertiary,No,146,No,No,Cellular,21,1900-11-01,50,1,113,5,Other,No
59,Technician,Married,Secondary,No,1,No,No,Cellular,15,1900-04-01,159,2,378,3,Failure,Yes
50,Blue-Collar,Divorced,Primary,No,-10,No,Yes,Cellular,10,1900-07-01,369,6,-1,0,Unknown,No
37,Technician,Married,Secondary,No,480,No,No,Cellular,22,1900-10-01,344,2,182,8,Other,Yes
35,Technician,Married,Secondary,No,2789,Yes,No,Cellular,4,1900-09-01,256,2,94,1,Failure,No
50,Technician,Single,Secondary,No,3897,No,No,Cellular,26,1900-10-01,298,1,-1,0,Unknown,No
36,Technician,Divorced,Secondary,No,487,No,Yes,Cellular,11,1900-08-01,268,3,-1,0,Unknown,No
41,Admin.,Married,Secondary,No,5110,Yes,No,Cellular,13,1900-04-01,231,1,-1,0,Unknown,No
28,Management,Married,Tertiary,No,318,Yes,No,Unknown,27,1900-05-01,4,4,-1,0,Unknown,No
42,Technician,Single,Tertiary,No,-411,Yes,No,Cellular,12,1900-05-01,78,5,292,3,Failure,No
60,Retired,Married,Secondary,No,4820,No,No,Unknown,5,1900-06-01,419,1,-1,0,Unknown,No
28,Management,Single,Tertiary,No,4937,Yes,No,Telephone,13,1900-05-01,421,3,-1,0,Unknown,No
48,Entrepreneur,Married,Secondary,No,725,No,Yes,Cellular,10,1900-07-01,105,1,-1,0,Unknown,No
51,Entrepreneur,Married,Tertiary,No,5403,No,No,Unknown,6,1900-06-01,42,1,-1,0,Unknown,No
32,Technician,Married,Tertiary,No,4089,No,No,Cellular,26,1900-05-01,114,7,287,3,Failure,No
35,Technician,Married,Tertiary,No,188,No,No,Cellular,26,1900-08-01,286,2,-1,0,Unknown,No
37,Technician,Married,Unknown,No,189,No,No,Cellular,1,1900-10-01,238,1,107,2,Success,Yes
38,Blue-Collar,Divorced,Secondary,No,2998,Yes,No,Unknown,11,1900-06-01,91,1,-1,0,Unknown,No
77,Retired,Married,Secondary,No,610,No,No,Cellular,13,1900-08-01,766,3,-1,0,Unknown,No
32,Management,Single,Unknown,No,787,No,No,Cellular,28,1900-01-01,92,1,-1,0,Unknown,No
43,Technician,Divorced,Secondary,No,167,No,No,Cellular,4,1900-08-01,211,3,-1,0,Unknown,No
36,Management,Single,Tertiary,No,243,Yes,No,Cellular,7,1900-05-01,160,2,360,3,Failure,No
29,Management,Married,Tertiary,No,877,No,No,Cellular,3,1900-02-01,166,3,-1,0,Unknown,No
32,Admin.,Single,Secondary,No,2817,Yes,No,Cellular,21,1900-11-01,195,1,-1,0,Unknown,No
41,Management,Divorced,Tertiary,No,4567,Yes,Yes,Cellular,16,1900-07-01,106,1,-1,0,Unknown,No
26,Services,Single,Secondary,No,127,Yes,Yes,Cellular,23,1900-07-01,85,3,-1,0,Unknown,No
34,Blue-Collar,Married,Primary,No,176,No,No,Cellular,24,1900-07-01,78,1,-1,0,Unknown,No
57,Retired,Married,Tertiary,No,0,Yes,Yes,Unknown,28,1900-05-01,648,1,-1,0,Unknown,Yes
36,Services,Single,Secondary,No,1482,Yes,No,Cellular,18,1900-11-01,177,2,174,1,Other,No
42,Blue-Collar,Married,Secondary,No,3052,Yes,No,Unknown,27,1900-05-01,32,1,-1,0,Unknown,No
35,Technician,Divorced,Secondary,No,56,No,No,Cellular,29,1900-08-01,24,12,-1,0,Unknown,No
52,Entrepreneur,Divorced,Primary,No,278,Yes,No,Unknown,7,1900-05-01,688,2,-1,0,Unknown,No
36,Management,Single,Tertiary,No,3875,Yes,No,Unknown,27,1900-05-01,21,5,-1,0,Unknown,No
46,Technician,Married,Secondary,No,-337,Yes,No,Unknown,27,1900-05-01,112,1,-1,0,Unknown,No
60,Management,Divorced,Tertiary,No,366,No,No,Cellular,3,1900-06-01,593,1,-1,0,Unknown,Yes
57,Housemaid,Married,Primary,No,501,Yes,Yes,Cellular,7,1900-08-01,59,2,-1,0,Unknown,No
48,Management,Married,Tertiary,No,998,Yes,No,Cellular,29,1900-01-01,121,3,-1,0,Unknown,No
59,Self-Employed,Married,Primary,No,0,Yes,No,Telephone,28,1900-07-01,97,2,-1,0,Unknown,No
39,Management,Married,Tertiary,No,246,No,No,Cellular,11,1900-08-01,86,2,-1,0,Unknown,No
44,Blue-Collar,Married,Secondary,No,-182,Yes,Yes,Cellular,14,1900-05-01,10,10,-1,0,Unknown,No
27,Management,Single,Tertiary,No,446,No,No,Cellular,23,1900-06-01,205,3,-1,0,Unknown,No
59,Retired,Married,Secondary,No,1173,No,No,Unknown,9,1900-06-01,77,2,-1,0,Unknown,No
36,Technician,Divorced,Secondary,No,5957,Yes,No,Cellular,18,1900-11-01,138,2,-1,0,Unknown,No
44,Admin.,Married,Secondary,No,205,No,No,Cellular,3,1900-11-01,289,1,-1,0,Unknown,Yes
50,Admin.,Married,Secondary,No,0,No,No,Cellular,4,1900-08-01,86,4,-1,0,Unknown,No
41,Management,Divorced,Tertiary,No,369,Yes,No,Telephone,22,1900-08-01,9,3,-1,0,Unknown,No
47,Admin.,Married,Secondary,No,1934,No,Yes,Cellular,14,1900-05-01,225,1,364,1,Failure,No
32,Technician,Single,Tertiary,No,259,No,No,Cellular,22,1900-07-01,407,4,-1,0,Unknown,No
38,Blue-Collar,Married,Secondary,No,284,Yes,Yes,Unknown,3,1900-06-01,1030,6,-1,0,Unknown,No
55,Blue-Collar,Married,Unknown,No,23,No,No,Cellular,13,1900-08-01,123,2,-1,0,Unknown,No
38,Management,Single,Tertiary,No,1373,No,No,Cellular,22,1900-10-01,119,4,-1,0,Unknown,No
31,Management,Single,Tertiary,No,62,Yes,No,Cellular,18,1900-05-01,175,1,293,5,Failure,No
38,Blue-Collar,Divorced,Secondary,No,157,No,No,Unknown,9,1900-06-01,299,5,-1,0,Unknown,No
29,Unemployed,Single,Tertiary,No,991,No,No,Cellular,5,1900-02-01,563,1,-1,0,Unknown,No
55,Services,Married,Secondary,No,186,Yes,Yes,Unknown,9,1900-05-01,241,1,-1,0,Unknown,No
35,Unemployed,Married,Secondary,No,977,Yes,No,Cellular,4,1900-05-01,52,4,91,1,Other,No
40,Self-Employed,Single,Tertiary,No,2893,No,No,Cellular,2,1900-06-01,76,3,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,1897,Yes,Yes,Cellular,19,1900-11-01,441,1,-1,0,Unknown,No
32,Technician,Single,Tertiary,No,5514,No,No,Cellular,22,1900-04-01,319,1,182,1,Success,Yes
33,Blue-Collar,Married,Secondary,No,889,Yes,No,Unknown,18,1900-09-01,13,1,373,6,Success,No
33,Management,Married,Tertiary,No,273,Yes,No,Unknown,16,1900-05-01,803,1,-1,0,Unknown,Yes
37,Admin.,Married,Secondary,No,1193,No,No,Cellular,12,1900-05-01,396,2,-1,0,Unknown,No
58,Management,Married,Tertiary,No,2729,No,No,Unknown,18,1900-06-01,188,1,-1,0,Unknown,No
36,Admin.,Single,Secondary,No,0,No,No,Cellular,20,1900-04-01,637,1,-1,0,Unknown,No
42,Blue-Collar,Married,Secondary,No,230,Yes,No,Unknown,5,1900-06-01,175,7,-1,0,Unknown,No
34,Technician,Single,Secondary,No,2729,Yes,No,Cellular,6,1900-04-01,945,1,139,1,Success,No
35,Management,Married,Tertiary,No,317,Yes,No,Unknown,23,1900-05-01,162,3,-1,0,Unknown,No
60,Housemaid,Married,Primary,No,517,No,No,Unknown,12,1900-06-01,1178,3,-1,0,Unknown,No
50,Management,Married,Tertiary,No,-470,Yes,No,Cellular,8,1900-05-01,506,2,170,3,Failure,No
28,Self-Employed,Single,Tertiary,No,4579,No,No,Cellular,12,1900-01-01,409,2,-1,0,Unknown,Yes
27,Blue-Collar,Divorced,Secondary,No,1,Yes,No,Cellular,14,1900-07-01,116,3,-1,0,Unknown,No
37,Management,Married,Tertiary,No,5106,No,No,Cellular,30,1900-04-01,244,1,-1,0,Unknown,Yes
31,Technician,Married,Tertiary,No,636,Yes,No,Cellular,4,1900-05-01,352,4,-1,0,Unknown,Yes
34,Services,Married,Secondary,No,1076,No,No,Cellular,12,1900-05-01,152,1,182,6,Success,Yes
38,Management,Married,Tertiary,No,126,Yes,No,Unknown,21,1900-05-01,164,2,-1,0,Unknown,No
32,Self-Employed,Married,Secondary,No,-33,Yes,No,Unknown,28,1900-05-01,234,3,-1,0,Unknown,No
37,Technician,Married,Secondary,No,430,No,No,Cellular,27,1900-08-01,154,4,-1,0,Unknown,No
33,Admin.,Married,Secondary,No,-6,Yes,No,Unknown,7,1900-05-01,566,2,-1,0,Unknown,No
71,Technician,Married,Tertiary,No,383,No,No,Cellular,27,1900-10-01,327,2,183,3,Success,No
27,Technician,Married,Secondary,No,130,Yes,No,Cellular,7,1900-05-01,265,3,-1,0,Unknown,No
38,Blue-Collar,Married,Primary,No,2569,No,No,Unknown,9,1900-06-01,172,1,-1,0,Unknown,No
34,Technician,Single,Secondary,No,201,No,No,Cellular,22,1900-07-01,257,2,-1,0,Unknown,No
54,Retired,Divorced,Tertiary,No,0,No,No,Unknown,13,1900-05-01,618,1,-1,0,Unknown,Yes
30,Blue-Collar,Married,Secondary,No,6,Yes,No,Cellular,28,1900-01-01,241,3,-1,0,Unknown,No
35,Entrepreneur,Single,Secondary,No,475,No,Yes,Cellular,21,1900-07-01,936,4,-1,0,Unknown,No
33,Blue-Collar,Single,Secondary,No,706,Yes,No,Cellular,7,1900-04-01,329,1,322,1,Failure,No
36,Management,Married,Secondary,No,1825,Yes,No,Cellular,14,1900-05-01,24,1,346,1,Failure,No
59,Self-Employed,Married,Tertiary,No,185,No,No,Cellular,22,1900-06-01,177,5,138,1,Failure,No
72,Blue-Collar,Married,Primary,No,4415,No,No,Telephone,13,1900-10-01,120,1,-1,0,Unknown,No
64,Management,Married,Tertiary,No,679,No,No,Telephone,22,1900-04-01,135,3,-1,0,Unknown,No
53,Technician,Divorced,Secondary,No,320,No,No,Cellular,9,1900-07-01,175,1,-1,0,Unknown,No
35,Management,Single,Tertiary,No,2988,Yes,No,Cellular,25,1900-05-01,179,1,-1,0,Unknown,No
58,Self-Employed,Married,Secondary,No,1407,Yes,No,Unknown,30,1900-05-01,58,1,-1,0,Unknown,No
40,Technician,Married,Secondary,No,1270,No,No,Cellular,17,1900-04-01,342,2,-1,0,Unknown,No
41,Services,Divorced,Secondary,No,654,Yes,No,Cellular,13,1900-05-01,139,2,-1,0,Unknown,No
48,Retired,Married,Primary,No,5173,Yes,No,Unknown,18,1900-06-01,88,8,-1,0,Unknown,No
44,Entrepreneur,Married,Tertiary,No,3463,Yes,Yes,Cellular,28,1900-08-01,210,3,-1,0,Unknown,No
39,Blue-Collar,Married,Unknown,No,0,No,No,Cellular,2,1900-02-01,731,1,193,3,Failure,No
61,Management,Married,Tertiary,No,6016,No,No,Cellular,2,1900-02-01,670,3,-1,0,Unknown,Yes
36,Entrepreneur,Married,Primary,No,177,Yes,No,Unknown,12,1900-05-01,63,5,-1,0,Unknown,No
28,Management,Married,Tertiary,No,3694,No,Yes,Cellular,8,1900-07-01,70,2,-1,0,Unknown,No
58,Retired,Single,Secondary,No,1640,No,Yes,Cellular,4,1900-02-01,72,6,274,4,Failure,No
60,Admin.,Divorced,Secondary,No,174,Yes,No,Cellular,15,1900-05-01,241,1,364,1,Failure,No
66,Admin.,Single,Secondary,No,10177,No,No,Cellular,5,1900-05-01,272,4,-1,0,Unknown,No
36,Management,Single,Tertiary,No,490,No,No,Cellular,28,1900-08-01,207,8,98,1,Failure,Yes
49,Self-Employed,Married,Secondary,No,2576,Yes,No,Cellular,15,1900-05-01,64,6,-1,0,Unknown,No
40,Services,Married,Secondary,No,0,No,No,Unknown,12,1900-06-01,543,2,-1,0,Unknown,No
23,Technician,Single,Secondary,No,598,No,No,Cellular,30,1900-04-01,166,1,-1,0,Unknown,No
29,Management,Single,Tertiary,No,15459,No,No,Cellular,26,1900-05-01,245,3,97,7,Success,No
44,Blue-Collar,Married,Primary,No,271,Yes,Yes,Unknown,9,1900-05-01,94,1,-1,0,Unknown,No
54,Unknown,Married,Unknown,No,2508,No,No,Unknown,20,1900-06-01,34,8,-1,0,Unknown,No
47,Blue-Collar,Married,Primary,No,320,No,No,Telephone,30,1900-07-01,203,2,-1,0,Unknown,No
33,Admin.,Married,Tertiary,No,640,No,No,Cellular,24,1900-07-01,318,1,-1,0,Unknown,No
30,Self-Employed,Married,Secondary,No,1772,Yes,No,Cellular,13,1900-04-01,158,4,-1,0,Unknown,No
27,Admin.,Single,Secondary,No,15,No,Yes,Cellular,21,1900-07-01,177,1,-1,0,Unknown,No
49,Management,Divorced,Tertiary,No,2370,Yes,Yes,Unknown,17,1900-11-01,56,1,103,2,Other,No
27,Services,Single,Secondary,No,201,Yes,No,Unknown,4,1900-06-01,172,2,-1,0,Unknown,No
51,Blue-Collar,Married,Secondary,No,160,Yes,No,Cellular,7,1900-05-01,136,1,359,1,Failure,No
32,Admin.,Divorced,Secondary,Yes,5,Yes,Yes,Cellular,18,1900-05-01,82,3,363,2,Other,No
30,Blue-Collar,Single,Secondary,No,75,Yes,No,Unknown,16,1900-05-01,123,1,-1,0,Unknown,No
33,Admin.,Married,Secondary,No,4902,Yes,No,Cellular,20,1900-11-01,110,1,-1,0,Unknown,No
27,Blue-Collar,Single,Primary,No,-79,Yes,No,Unknown,30,1900-05-01,385,5,-1,0,Unknown,No
75,Retired,Divorced,Secondary,No,1341,No,No,Cellular,18,1900-12-01,415,7,-1,0,Unknown,Yes
37,Services,Divorced,Secondary,No,490,Yes,No,Cellular,2,1900-02-01,73,1,-1,0,Unknown,No
36,Technician,Single,Secondary,No,1521,Yes,No,Unknown,16,1900-06-01,243,2,-1,0,Unknown,No
37,Blue-Collar,Married,Secondary,No,131,Yes,No,Unknown,9,1900-05-01,137,2,-1,0,Unknown,No
35,Management,Married,Tertiary,No,8,Yes,No,Unknown,23,1900-05-01,55,4,-1,0,Unknown,No
32,Services,Married,Secondary,No,-632,Yes,Yes,Cellular,20,1900-04-01,18,5,-1,0,Unknown,No
32,Admin.,Single,Secondary,No,116,No,Yes,Cellular,16,1900-07-01,255,2,-1,0,Unknown,No
35,Admin.,Married,Primary,No,189,Yes,No,Cellular,11,1900-05-01,95,1,-1,0,Unknown,No
31,Blue-Collar,Married,Primary,No,2,Yes,Yes,Cellular,10,1900-07-01,112,1,-1,0,Unknown,No
28,Blue-Collar,Single,Secondary,No,4229,Yes,Yes,Cellular,5,1900-05-01,205,2,-1,0,Unknown,No
27,Services,Married,Secondary,No,54,Yes,No,Cellular,18,1900-05-01,97,1,370,1,Failure,No
22,Student,Single,Unknown,No,549,No,No,Cellular,2,1900-09-01,154,1,-1,0,Unknown,No
35,Blue-Collar,Married,Primary,No,298,Yes,No,Cellular,13,1900-05-01,135,2,370,2,Failure,No
69,Retired,Married,Primary,No,579,No,No,Cellular,14,1900-08-01,230,1,-1,0,Unknown,No
37,Entrepreneur,Single,Tertiary,No,1467,Yes,Yes,Cellular,17,1900-11-01,349,1,-1,0,Unknown,No
45,Admin.,Single,Secondary,No,0,Yes,No,Cellular,8,1900-05-01,38,1,-1,0,Unknown,No
47,Management,Married,Tertiary,No,109,Yes,No,Cellular,22,1900-07-01,268,1,-1,0,Unknown,No
52,Management,Married,Tertiary,No,-11,Yes,No,Cellular,11,1900-05-01,94,4,-1,0,Unknown,No
33,Services,Married,Secondary,No,90,Yes,No,Cellular,28,1900-07-01,263,2,-1,0,Unknown,No
60,Blue-Collar,Married,Primary,No,493,No,No,Cellular,18,1900-08-01,671,4,-1,0,Unknown,Yes
33,Management,Divorced,Secondary,No,1897,Yes,Yes,Unknown,2,1900-06-01,197,1,-1,0,Unknown,No
44,Admin.,Married,Secondary,No,2403,Yes,No,Cellular,28,1900-01-01,180,2,-1,0,Unknown,No
38,Entrepreneur,Married,Secondary,No,868,No,No,Cellular,20,1900-11-01,452,2,-1,0,Unknown,No
54,Entrepreneur,Married,Secondary,No,653,Yes,No,Unknown,15,1900-05-01,352,1,-1,0,Unknown,No
32,Unemployed,Divorced,Primary,No,0,No,No,Cellular,15,1900-07-01,175,4,-1,0,Unknown,No
33,Technician,Married,Secondary,No,0,Yes,Yes,Cellular,19,1900-11-01,163,2,-1,0,Unknown,No
55,Services,Divorced,Secondary,No,218,Yes,No,Unknown,29,1900-05-01,200,2,-1,0,Unknown,No
51,Blue-Collar,Married,Primary,No,5050,No,Yes,Unknown,16,1900-06-01,75,7,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,741,Yes,No,Cellular,16,1900-04-01,227,1,-1,0,Unknown,No
37,Services,Single,Secondary,No,1050,Yes,No,Cellular,3,1900-02-01,586,3,-1,0,Unknown,No
33,Services,Single,Secondary,No,-56,No,Yes,Cellular,10,1900-07-01,119,5,-1,0,Unknown,No
