customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
8042C4Ad-3A4A-4994-B81E-8Ae09199076C,41,Male,Standard,28.13,42,Oceania,Mobile,13.99,0,Credit Card,2,0.65,Documentary
39F699B0-D6Db-4B6D-9C15-B8Bbc716Ce34,38,Male,Basic,15.32,56,Europe,Mobile,8.99,1,Crypto,2,0.27,Action
F28413C0-E4Fb-4469-A595-C23E39036E09,18,Other,Basic,2.75,43,Oceania,Laptop,8.99,1,Gift Card,5,0.06,Romance
A62473B8-5D94-4B05-A6B5-Bddfa59478C6,28,Female,Standard,4.67,5,Oceania,Mobile,13.99,0,Crypto,2,0.78,Drama
395E2C15-2Abb-4A29-8F8C-06118A5539E2,19,Female,Standard,3.36,27,North America,Laptop,13.99,1,Debit Card,1,0.12,Action
F779A2Cd-Cb9D-445F-B0F7-2Af6C1A514C0,56,Male,Basic,5.03,22,Asia,Desktop,8.99,0,Debit Card,4,0.22,Horror
4D040Be6-2B36-4F59-Ba9C-B92C8C683A5F,34,Male,Basic,53.98,10,North America,Tablet,8.99,0,Crypto,5,4.91,Documentary
3406522E-Fd20-4C37-Aeab-1690D6B7Cb51,58,Female,Standard,23.39,52,Asia,Tablet,13.99,0,Credit Card,1,0.44,Comedy
Dd3B38Cd-3856-47F9-8F69-4Bdf268983Eb,63,Female,Premium,7.04,46,Europe,Mobile,17.99,1,Gift Card,4,0.15,Romance
746Cb060-C9F1-432E-91Cc-Cb1B57Ddb1C0,66,Male,Premium,32.06,51,Asia,Desktop,17.99,0,Debit Card,4,0.62,Drama
432Fa974-2A36-4F64-Af1E-770E03B9385F,37,Other,Premium,28.08,25,North America,Tv,17.99,0,Credit Card,4,1.08,Horror
D74666Ec-7B7B-4F1A-8776-0A17A1152F47,21,Male,Basic,23.95,50,North America,Laptop,8.99,1,Debit Card,3,0.47,Sci-Fi
84E4F9A0-F16B-4B00-Ba64-A1Dc667F9350,44,Male,Premium,20.32,46,Oceania,Laptop,17.99,0,Debit Card,3,0.43,Horror
A756E8D5-A9C2-4520-8F06-1E13159Bd0C0,66,Other,Standard,0.77,36,Africa,Tv,13.99,1,Crypto,4,0.02,Drama
7514941B-007C-44Ea-90Ee-4Ae0690F013D,56,Male,Standard,2.95,52,Europe,Tablet,13.99,1,Gift Card,1,0.06,Drama
0F22Beb8-1281-4Aca-Bfaa-17235C7Fb5D5,21,Male,Basic,11.85,34,Oceania,Mobile,8.99,1,Credit Card,4,0.34,Drama
48F68F53-A7Ef-4736-91A4-28Ba10E80C58,49,Other,Premium,9.61,27,South America,Tv,17.99,0,Paypal,3,0.34,Horror
5F41A538-A9Ef-457B-8022-57Fd9Cebc8D4,28,Male,Premium,49.34,31,Oceania,Tv,17.99,0,Gift Card,1,1.54,Horror
C16C6Ac0-11D2-496C-B9A3-2117F5D8E0Db,62,Male,Standard,3.02,16,Europe,Tv,13.99,1,Debit Card,2,0.18,Drama
34E13Cb5-2657-4148-Ac24-Be078C809D92,67,Female,Premium,2.02,52,Oceania,Mobile,17.99,1,Paypal,2,0.04,Action
Ed148Da8-E51D-4504-B40A-E358F6E8238A,47,Female,Standard,9.78,18,Asia,Tablet,13.99,0,Crypto,3,0.51,Comedy
D89F54D3-882D-4Cfc-96C5-B5F0Ddbb9915,57,Female,Premium,4.39,60,North America,Tv,17.99,1,Crypto,3,0.07,Horror
F76A2802-20D0-4772-B6Cc-F7E2A95D6384,43,Other,Basic,0.59,11,Europe,Mobile,8.99,1,Debit Card,3,0.05,Drama
6C75691C-3Ea5-49B5-92A9-894B2Bd420Be,24,Male,Basic,1.68,1,North America,Laptop,8.99,1,Credit Card,1,0.84,Sci-Fi
286D0A50-0C08-4D40-B50A-38Cfbdc3B8Fb,34,Female,Premium,1.58,7,Oceania,Tv,17.99,1,Gift Card,1,0.2,Comedy
Bb2Ec39D-5Eeb-478A-B763-0A2528Ec4D7B,39,Female,Standard,67.05,24,Oceania,Mobile,13.99,0,Paypal,2,2.68,Romance
Ed93Decf-E627-4873-A2F9-8B6Bf0D7Dce3,60,Female,Basic,1.07,3,Oceania,Tablet,8.99,1,Credit Card,3,0.27,Romance
Bd27Bcd3-Feaa-4A06-A98F-C4F3D61De505,66,Other,Premium,1.85,57,South America,Tablet,17.99,1,Debit Card,3,0.03,Action
178D73Ec-7742-4F67-894C-2Fe27601Cf8B,29,Male,Premium,16.42,4,Oceania,Tablet,17.99,0,Credit Card,3,3.28,Drama
68203B4F-6E76-442B-863A-29Eca29Cc26B,35,Female,Basic,11.85,57,North America,Tv,8.99,1,Gift Card,3,0.2,Documentary
F4Af1Dff-3131-49Eb-A195-0Cb169Bf9Ed4,36,Other,Premium,24.09,36,Oceania,Laptop,17.99,0,Credit Card,5,0.65,Drama
9D6Dfd4A-F437-4D78-B291-Dc00556B9E40,46,Other,Basic,14.53,19,South America,Mobile,8.99,0,Crypto,4,0.73,Romance
Ab1D244F-8750-47B1-8A61-Cf8Bce66C0Fb,58,Female,Standard,2.4,11,North America,Mobile,13.99,0,Paypal,5,0.2,Documentary
0Eeed5D2-C02E-4F29-Bfc4-85A0F21Bed79,18,Female,Premium,0.17,16,North America,Desktop,17.99,0,Debit Card,5,0.01,Horror
31E1A27E-D7F3-48A6-B560-60963B7Ae366,60,Male,Premium,8.42,59,North America,Mobile,17.99,1,Debit Card,2,0.14,Sci-Fi
08875185-F2Ab-42E7-Ae3E-5945341E5Bb7,39,Female,Standard,20.87,59,Europe,Tv,13.99,0,Credit Card,1,0.35,Romance
Bb3Dc1E7-E1F4-4010-B227-3Af57309C626,65,Female,Standard,2.75,36,Europe,Laptop,13.99,1,Paypal,2,0.07,Romance
51Ac7C84-3653-4Bd2-8F22-6F6Cace9B98B,38,Other,Basic,10.25,42,Europe,Desktop,8.99,1,Paypal,2,0.24,Action
99F7B4C6-5Aea-49Ad-B746-6E145C979D52,20,Male,Basic,1.98,45,North America,Desktop,8.99,1,Paypal,4,0.04,Romance
Dd11F0F0-3644-48E2-B20C-Bca7038B3028,27,Female,Basic,7.37,15,North America,Tv,8.99,0,Paypal,2,0.46,Documentary
6C369C84-7138-451A-98D8-8Dd3D2D2B4F2,58,Female,Premium,13.35,18,South America,Tv,17.99,0,Credit Card,5,0.7,Sci-Fi
2726Ac92-319F-4Aac-Bf5A-89Ce36E291Fe,39,Male,Standard,1.97,53,Asia,Mobile,13.99,1,Debit Card,2,0.04,Drama
A31F2Dc4-A9A6-4A19-80D9-8Dabb6A104E0,26,Other,Basic,12.57,30,Asia,Mobile,8.99,1,Gift Card,3,0.41,Action
76A4093F-A297-45Cf-A672-8C52D4743545,25,Other,Premium,12.4,57,Asia,Mobile,17.99,1,Gift Card,5,0.21,Action
38D00F7E-C7Ba-4Cd5-B1Fd-Fd704Cb0502D,56,Female,Standard,23.82,55,South America,Laptop,13.99,0,Debit Card,5,0.43,Documentary
F337Bc34-F6Bf-4Cf4-A559-4B79Ae8Ec658,49,Female,Premium,2.74,46,Asia,Tv,17.99,1,Credit Card,5,0.06,Horror
18E0Afd1-09C2-4C33-8069-4F2Aff4D1F3D,70,Other,Premium,13.11,59,Africa,Laptop,17.99,1,Gift Card,2,0.22,Drama
43E26139-B60E-4374-99A0-4E6C798438De,21,Male,Standard,12.25,13,Europe,Tv,13.99,0,Credit Card,1,0.88,Action
F80Ed925-6951-4Cf0-8372-8424D7B6Af02,26,Other,Basic,12.29,31,Asia,Tablet,8.99,1,Gift Card,3,0.38,Action
Bad8A04E-C0C9-4084-B4B7-069072424E68,33,Female,Standard,27.72,42,Europe,Mobile,13.99,0,Debit Card,4,0.64,Action
B4Cc7509-0F49-4213-82C3-Be547Ead38E7,29,Other,Basic,13.77,24,Africa,Mobile,8.99,0,Debit Card,4,0.55,Drama
1059Ec7D-1182-4B81-98Fc-3Fa73374A98F,70,Other,Basic,4.88,9,Europe,Tv,8.99,1,Paypal,1,0.49,Drama
80Ee7450-F22A-4F0F-B081-C978A5A5B347,48,Female,Standard,10.98,44,Asia,Tablet,13.99,1,Crypto,1,0.24,Drama
E02106Ca-0101-4Adc-963B-9Bdfc6E6877C,20,Male,Basic,17.03,47,Europe,Mobile,8.99,1,Credit Card,2,0.35,Documentary
B2C52C4F-2Ca8-4719-B798-32128B9009Ba,40,Female,Basic,33.55,5,Africa,Mobile,8.99,0,Paypal,1,5.59,Horror
Def12Ba1-Ee3F-4059-A620-05D7D523636C,53,Female,Basic,4.01,49,North America,Desktop,8.99,1,Crypto,2,0.08,Action
Eb0Cd898-3B91-46Fc-9D23-8Bb53D4297C4,56,Male,Premium,8.2,19,Europe,Tv,17.99,0,Paypal,2,0.41,Comedy
Fc76C95D-6886-4993-Bc12-Adbfcd4Cdac0,43,Other,Premium,4.17,46,South America,Mobile,17.99,1,Credit Card,1,0.09,Comedy
4641B78C-9F54-43B3-8F33-809Da152Aba2,36,Other,Basic,14.63,52,South America,Desktop,8.99,1,Crypto,1,0.28,Horror
3829A8Ad-947C-4E70-906D-Bf4Bbdf0Fe60,54,Male,Standard,19.26,10,Africa,Mobile,13.99,0,Debit Card,5,1.75,Comedy
021Af9D9-2Fff-4A33-B2C4-710Ad6F3F85C,64,Other,Basic,4.8,46,Oceania,Laptop,8.99,1,Credit Card,1,0.1,Romance
0194Ee30-Cde8-47Fd-9568-22E20B2C80Dc,28,Female,Basic,12.82,47,North America,Tablet,8.99,1,Credit Card,1,0.27,Action
29836151-75B3-437C-8395-299B962D9F0D,52,Male,Premium,8.34,21,Africa,Tv,17.99,0,Paypal,2,0.38,Sci-Fi
5F63Adf1-Cf70-4F07-8351-63Fe77C15857,50,Male,Standard,4.17,44,Oceania,Tablet,13.99,1,Gift Card,1,0.09,Documentary
70B0Ba0C-2333-4Ae5-9860-Ec22B91Ffc93,61,Other,Standard,3.49,23,North America,Laptop,13.99,1,Debit Card,1,0.15,Romance
53Ce20Da-Acf5-45F6-Bb0C-958C360Dbad6,70,Other,Premium,9.13,50,South America,Laptop,17.99,1,Debit Card,3,0.18,Horror
A36C6729-B90C-4514-92D8-4A98A66Bfff4,43,Male,Premium,4.17,24,South America,Laptop,17.99,1,Crypto,4,0.17,Romance
193Ffca7-6D19-4F3C-85E5-9E8B9F7E160E,62,Male,Premium,0.28,21,Oceania,Tablet,17.99,0,Paypal,5,0.01,Action
0146854F-D5A1-4Ee7-A28C-69B5Af885934,26,Female,Standard,3.82,14,South America,Tv,13.99,1,Crypto,2,0.25,Drama
Fbbbb16F-2D7F-4B68-B601-13Da986Cdcef,63,Male,Premium,32.75,30,South America,Desktop,17.99,0,Credit Card,1,1.06,Horror
Da21D05B-Cec0-405D-A7D3-3Dad478F3Bcf,38,Male,Premium,1.05,24,Oceania,Laptop,17.99,0,Debit Card,4,0.04,Sci-Fi
0F125Ed8-866A-4F58-Acd3-F981C2D910C4,50,Other,Basic,29.04,48,South America,Tv,8.99,0,Credit Card,4,0.59,Romance
5736A841-06Be-4E91-A475-Fdeae4Dbb161,49,Male,Standard,4.67,48,North America,Laptop,13.99,1,Debit Card,5,0.1,Horror
2088Ff07-56Ed-49A3-8824-6B0F5577B9Eb,38,Other,Basic,16.27,24,Africa,Desktop,8.99,0,Gift Card,2,0.65,Romance
534F289F-35C5-4314-973B-1B0C9Ed473Db,23,Male,Basic,4.64,55,Europe,Tv,8.99,1,Credit Card,1,0.08,Documentary
976212Fe-E88C-4118-A57C-8C828Ce17F0C,46,Male,Premium,8.78,13,Asia,Tablet,17.99,0,Paypal,4,0.63,Action
8F5E0F72-3Edf-4A03-Bdb4-44A26F91077B,44,Male,Basic,9.0,33,South America,Tv,8.99,1,Crypto,1,0.26,Action
E9E8258F-3F5B-4Bbf-99A7-59B4C88125E6,36,Female,Standard,9.2,7,Oceania,Desktop,13.99,0,Debit Card,2,1.15,Action
51Fad2Bb-5E3B-45Bc-8424-6E7331D255Ae,23,Female,Basic,8.26,33,Europe,Desktop,8.99,1,Gift Card,5,0.24,Horror
7B770D53-7Ea7-4Ad9-9Fa9-17D09F8E857C,34,Other,Premium,35.2,14,Europe,Tablet,17.99,0,Crypto,3,2.35,Romance
16359306-8225-4F9C-A0F6-446F18067C00,62,Female,Premium,1.12,43,Asia,Tv,17.99,1,Gift Card,4,0.03,Comedy
27Bb1F44-8D9C-4424-A509-1510F95Fa759,24,Other,Standard,10.67,28,Asia,Tablet,13.99,0,Paypal,1,0.37,Horror
30999E0C-Ada1-4174-89B6-D820Cfca282A,36,Male,Standard,14.29,4,Africa,Mobile,13.99,0,Credit Card,4,2.86,Sci-Fi
473F971C-2A0C-48C2-Aaaf-B4Cdfca5Aff3,33,Female,Standard,18.33,48,Oceania,Mobile,13.99,1,Debit Card,1,0.37,Comedy
46E95E2C-14C7-45Ef-A0A8-B5F76F9E5D75,58,Female,Basic,3.57,20,North America,Laptop,8.99,1,Gift Card,2,0.17,Documentary
Bb0B842B-0A9E-4351-8F7C-89365Dde8A9D,20,Other,Basic,15.54,24,Asia,Desktop,8.99,0,Debit Card,3,0.62,Sci-Fi
8C0C7D2B-Cefb-48B1-A633-C1C84C36C057,20,Female,Basic,10.28,43,South America,Laptop,8.99,1,Paypal,2,0.23,Action
64485Bba-7Db6-4F9A-A22B-5Cfec1Cd2Ee2,33,Female,Premium,2.2,40,South America,Desktop,17.99,1,Gift Card,4,0.05,Documentary
E674D937-9114-4F7C-887A-1Cd491C643C6,30,Other,Basic,0.52,4,Asia,Tv,8.99,1,Paypal,2,0.1,Sci-Fi
2D1Ea53F-D9Bb-453F-B8Be-88Dfc36Df0A3,59,Male,Standard,7.52,0,Europe,Tv,13.99,0,Paypal,4,7.52,Action
75Ef07C7-3Ac8-4C14-B9D3-2Ce79A3865B7,54,Male,Standard,18.96,18,Oceania,Tablet,13.99,0,Crypto,3,1.0,Documentary
0B11Ab87-551C-42D8-A5A4-1Cd7Ff98386F,47,Male,Premium,6.33,9,Asia,Laptop,17.99,0,Gift Card,4,0.63,Documentary
A5Ecf5F2-452B-4Dcd-873B-342C6094C012,59,Other,Basic,20.13,6,Africa,Mobile,8.99,0,Credit Card,1,2.88,Drama
25Ca4E8B-4Fed-408F-9F94-607529Cdd07B,24,Female,Basic,6.73,16,Africa,Mobile,8.99,0,Crypto,4,0.4,Comedy
5F9Af2Fd-06C8-4C9E-B327-4830Dab0361D,24,Other,Standard,21.53,57,North America,Tablet,13.99,0,Crypto,3,0.37,Drama
Fa1F7Eb9-E6Fd-41F7-943E-1186499Aeb8B,53,Other,Standard,8.85,3,Oceania,Mobile,13.99,0,Gift Card,1,2.21,Sci-Fi
B88B733E-5Ac8-46F5-9137-05B8F9E59898,57,Male,Standard,0.15,39,Africa,Tablet,13.99,1,Debit Card,3,0.0,Comedy
57E7B754-6Ed5-43F6-804D-140Bef82A2D7,66,Female,Basic,0.27,40,Africa,Laptop,8.99,1,Credit Card,1,0.01,Sci-Fi
60Dadbe4-Fa7A-4C2D-A577-69Aed385C0D0,24,Male,Standard,7.75,29,Europe,Tablet,13.99,0,Debit Card,5,0.26,Horror
Aeef9F76-67De-4Dc1-Ae73-8F625Fe165Cd,28,Other,Premium,6.79,54,Oceania,Tablet,17.99,1,Paypal,1,0.12,Horror
6Adc1Db8-Fe9F-4Bec-9Cb1-018123Ce1B08,29,Male,Premium,21.53,36,Africa,Tv,17.99,0,Credit Card,5,0.58,Sci-Fi
45E3D341-D04B-4276-99Dc-9Fc89496E4B9,45,Male,Premium,13.88,26,North America,Desktop,17.99,0,Crypto,1,0.51,Documentary
C6Ac02C8-Fe12-46B3-A1Ae-Fd7F7Ba481F9,50,Other,Premium,0.32,35,Europe,Desktop,17.99,1,Debit Card,2,0.01,Comedy
A3A126F7-1A28-4A66-9A60-6A60F8411E89,23,Female,Standard,2.28,46,Oceania,Tablet,13.99,1,Paypal,1,0.05,Horror
276C1104-D5Fd-4930-8D5D-35956891C4Fb,68,Female,Basic,0.27,4,Oceania,Tablet,8.99,1,Crypto,2,0.05,Horror
83Cc815B-5D92-4695-A2A2-Dacb964E209F,25,Male,Basic,6.05,60,North America,Mobile,8.99,1,Debit Card,3,0.1,Sci-Fi
B985D6De-295A-4Ecd-9353-4E9357C6C9Dc,68,Other,Premium,1.66,42,North America,Mobile,17.99,1,Gift Card,4,0.04,Documentary
B8F85415-9Ec9-4B9B-Be60-A88F1B6Ecbdd,23,Other,Basic,4.01,27,Asia,Tablet,8.99,1,Crypto,2,0.14,Romance
C3F8Acfa-5B6C-4778-994D-0B27B839F52E,27,Female,Premium,6.01,5,Europe,Mobile,17.99,0,Gift Card,1,1.0,Horror
Cb415Cf6-759A-40Bc-873B-1Abec0C9B5Ec,62,Other,Basic,15.54,51,Asia,Mobile,8.99,1,Paypal,4,0.3,Sci-Fi
C6028128-8D31-4B45-90A7-4422386E8649,28,Male,Premium,5.32,25,Africa,Laptop,17.99,0,Debit Card,4,0.2,Horror
24828084-41Fa-4B71-A36F-4575Ccbe0Ca8,45,Other,Standard,7.03,2,Africa,Laptop,13.99,0,Paypal,2,2.34,Drama
Fa639F8F-0453-46E1-93C3-Ed22F0D0Dff9,22,Female,Basic,5.42,0,Africa,Desktop,8.99,0,Paypal,1,5.42,Action
7F047317-Dfff-44B6-B4Fc-4D3B7493Da6B,66,Other,Basic,5.33,36,Africa,Mobile,8.99,1,Credit Card,2,0.14,Romance
A1F99Ca8-0B8F-4C59-A52E-4Eb2Ea8D4Bf6,49,Other,Standard,2.86,30,Europe,Tablet,13.99,1,Credit Card,3,0.09,Drama
D8E3D413-9B2B-47Ee-96B7-C1De8Ba78A74,37,Other,Standard,11.76,17,Oceania,Desktop,13.99,0,Crypto,3,0.65,Comedy
6F47F4C7-63E3-49C7-8E37-Bbb0Af66E9Eb,60,Male,Standard,36.16,42,North America,Tv,13.99,0,Gift Card,5,0.84,Drama
F18Bb534-3003-4858-95D7-Fdf908Fc7432,64,Male,Basic,0.27,49,South America,Mobile,8.99,1,Crypto,4,0.01,Horror
91C78112-B9Eb-48Ad-9Fca-29F6197Be2D7,21,Other,Standard,8.08,16,Oceania,Laptop,13.99,0,Crypto,4,0.48,Action
C34Baf8C-D65C-4Aaa-9602-2Bb9Efaa4F6C,45,Female,Basic,7.13,8,Oceania,Mobile,8.99,0,Credit Card,3,0.79,Horror
0Ef9124E-50C5-411B-B436-Edacd29199A8,47,Female,Standard,4.13,30,South America,Tablet,13.99,1,Gift Card,2,0.13,Horror
8F74Fb47-9Bcc-4Ec6-A9D8-5E795Ef2235D,60,Female,Premium,12.6,33,Europe,Desktop,17.99,1,Gift Card,2,0.37,Sci-Fi
60Fbb4Af-309D-4A37-93B2-20C05286Ac2F,60,Other,Standard,0.62,48,Africa,Tv,13.99,1,Crypto,4,0.01,Documentary
D5Ebd5D0-4Ce3-4120-9C8A-D01De6E00Ba5,28,Male,Standard,2.6,45,Europe,Laptop,13.99,1,Credit Card,2,0.06,Sci-Fi
E2Fa23Ce-0F5D-44A2-8Cec-B14660947D11,25,Female,Standard,3.17,32,Europe,Desktop,13.99,1,Debit Card,5,0.1,Documentary
A28580Ec-90Be-4F6D-Ab87-619D8F0679B0,19,Other,Standard,3.16,43,Oceania,Mobile,13.99,1,Gift Card,1,0.07,Horror
D9A89Da8-9188-4Be1-9Fa4-6Ff8394Bce3A,25,Female,Premium,0.64,32,Asia,Laptop,17.99,1,Gift Card,4,0.02,Romance
658Cf3Cd-4370-4794-8745-77395B791C00,58,Female,Standard,5.63,4,Africa,Tv,13.99,0,Gift Card,5,1.13,Documentary
384E7Ce5-F382-45E9-91Da-8D4E24B9A392,31,Female,Premium,20.73,60,South America,Tablet,17.99,0,Gift Card,4,0.34,Sci-Fi
A6B50D35-9Ec1-4952-Bc1A-4Db4877D1B7C,54,Female,Standard,6.26,47,South America,Desktop,13.99,1,Credit Card,2,0.13,Drama
609E52D2-62E8-428D-B9Fa-F2Fb77Dd62Cb,65,Female,Standard,34.39,19,Asia,Tv,13.99,0,Credit Card,3,1.72,Romance
2A70Df84-B707-4Ccb-B3Ac-56B6Ccc32347,26,Female,Premium,7.33,30,Oceania,Laptop,17.99,0,Gift Card,1,0.24,Sci-Fi
8372F52F-257C-4F58-Ae67-Dfa618516600,32,Other,Basic,1.96,49,North America,Laptop,8.99,1,Paypal,4,0.04,Documentary
D6Ad8Dcd-7D77-4C28-8A3B-Fe698C0F7794,32,Male,Basic,8.25,59,Africa,Tv,8.99,1,Paypal,4,0.14,Action
2D77B990-4C9B-4602-B2Cc-3635194E1Daf,52,Male,Standard,28.47,15,Europe,Laptop,13.99,0,Credit Card,1,1.78,Drama
Aaa3844F-E33C-4Ea6-B92D-35A5Ceec248A,67,Male,Basic,1.74,4,Europe,Mobile,8.99,1,Gift Card,2,0.35,Action
277577Cb-B4E0-41Ca-9C88-2456D7F2Ba36,37,Male,Basic,21.82,40,Europe,Tablet,8.99,0,Credit Card,2,0.53,Drama
3Cdce0Fe-8109-4092-9D06-4746C152516C,68,Female,Premium,13.41,35,North America,Mobile,17.99,1,Crypto,1,0.37,Action
7C88Ae82-Dad4-4Bb3-8E01-E587C43395Ab,38,Other,Standard,3.39,35,South America,Desktop,13.99,1,Debit Card,1,0.09,Drama
E07C609B-0Ad2-4F99-Bc35-B91288003B2E,61,Female,Premium,54.86,27,Africa,Mobile,17.99,0,Gift Card,2,1.96,Documentary
D786A211-3E93-4204-8B1D-E10F595Bf093,40,Female,Basic,23.97,48,South America,Desktop,8.99,0,Debit Card,5,0.49,Action
6928De64-4465-4A01-9208-9597Cdf58Bf8,56,Male,Basic,3.29,58,Europe,Mobile,8.99,1,Debit Card,1,0.06,Action
D1Bae981-3Ea1-432E-B791-65C33A5310Cc,68,Other,Basic,2.28,60,North America,Tablet,8.99,1,Debit Card,2,0.04,Documentary
D5085Dca-434A-4Eab-91D5-9A0085Af79D2,54,Other,Standard,0.37,39,North America,Tablet,13.99,1,Credit Card,4,0.01,Sci-Fi
C51C0139-D70E-4Eb5-89A0-Fb7553E33B4A,32,Other,Premium,14.0,44,Europe,Laptop,17.99,1,Debit Card,1,0.31,Sci-Fi
01C5033B-B19F-4074-A2C2-A1Ece7235Af7,59,Female,Standard,5.26,5,Africa,Laptop,13.99,0,Crypto,1,0.88,Documentary
4Ce5Cf41-1115-4423-Ad64-807B0D57C5D7,24,Other,Standard,18.29,52,North America,Tablet,13.99,0,Paypal,4,0.35,Comedy
F332B1A7-8Ece-44Df-8237-Bbc843E979B5,21,Female,Standard,0.74,16,Asia,Desktop,13.99,0,Credit Card,5,0.04,Romance
1F9510Bb-4838-49Ae-83Dd-4331A0F59F22,66,Other,Standard,29.93,46,Africa,Mobile,13.99,0,Credit Card,5,0.64,Sci-Fi
9A31B543-8464-42D2-Ab0B-4D9568Ebe947,26,Other,Premium,3.77,52,Africa,Tv,17.99,1,Crypto,4,0.07,Comedy
7B7213E4-5Ca8-4625-B1D2-F73605F5Ca06,51,Other,Basic,15.14,17,North America,Desktop,8.99,0,Gift Card,4,0.84,Documentary
94520F48-96A9-4B36-A6Ee-5Cfd9Ec9143B,18,Other,Basic,0.67,11,Asia,Laptop,8.99,1,Gift Card,4,0.06,Documentary
F258F8F6-080B-4Ef1-8884-C508456B9694,29,Male,Premium,9.22,6,South America,Laptop,17.99,0,Debit Card,4,1.32,Drama
Acee18E9-C039-434C-9C7B-8A2Bb81Bf19F,58,Female,Premium,4.41,39,Oceania,Laptop,17.99,1,Paypal,5,0.11,Documentary
6E346808-C15B-472C-Ab5A-83Cc8F70C8Cb,54,Male,Standard,3.47,31,Europe,Laptop,13.99,1,Crypto,5,0.11,Sci-Fi
786Dbd2B-3739-4C1B-946B-6C101F827832,61,Female,Basic,6.52,26,Africa,Tv,8.99,0,Credit Card,4,0.24,Horror
1C44E21B-8Dc4-4Deb-B0A5-67556Fbdf4A2,24,Other,Premium,18.31,45,North America,Laptop,17.99,1,Debit Card,1,0.4,Sci-Fi
A300Bc71-2231-406C-953C-92A9A5Ecbd89,57,Male,Premium,4.08,27,Europe,Tv,17.99,1,Credit Card,1,0.15,Horror
4C1Eec06-5Abb-4B67-A976-0A1B307004Ce,41,Female,Premium,0.43,2,Oceania,Mobile,17.99,0,Gift Card,5,0.14,Horror
7Dab1Ac1-07B0-43D7-A665-63D71F903C49,28,Female,Basic,46.68,10,Asia,Desktop,8.99,0,Paypal,1,4.24,Sci-Fi
D66B7151-9251-4E63-8Bac-8784764De25B,64,Other,Basic,3.84,38,Africa,Tablet,8.99,1,Credit Card,1,0.1,Documentary
D7Fe9858-9131-4293-9Ab0-88F6275949F8,26,Male,Basic,30.34,42,Asia,Laptop,8.99,0,Credit Card,5,0.71,Horror
3F1A1195-8Bb2-439E-8B0B-09B02Dacda0D,30,Female,Standard,8.01,40,Asia,Laptop,13.99,1,Crypto,2,0.2,Romance
861019E6-124D-4A7B-8C20-0Ea5F85F4B04,18,Female,Basic,20.25,9,South America,Tablet,8.99,0,Gift Card,3,2.02,Romance
0Caa27D1-1F18-4Fa5-97Ce-A1656248D78E,20,Other,Standard,18.31,41,Oceania,Laptop,13.99,1,Credit Card,1,0.44,Romance
E2Acf824-F42F-4E3B-B767-2D1A38910Ce4,61,Male,Standard,6.79,16,Asia,Desktop,13.99,0,Gift Card,5,0.4,Comedy
C9A4793A-Ad86-4111-9021-3B66Af99Fbfb,68,Other,Basic,2.48,0,Asia,Tablet,8.99,0,Credit Card,3,2.48,Horror
704Af732-4F2C-47Bd-8005-51Eaee71C3Bb,59,Other,Premium,1.12,13,North America,Tablet,17.99,1,Crypto,2,0.08,Drama
A6439C47-77E6-4C51-B834-0F66B0F1A239,48,Female,Premium,9.65,60,Oceania,Laptop,17.99,1,Gift Card,4,0.16,Drama
9344E6E8-32E7-4867-A514-A51882B6Ab16,40,Other,Premium,1.2,7,Africa,Tablet,17.99,1,Paypal,1,0.15,Action
02629028-5476-4Dad-B44B-0C284F757874,56,Female,Basic,2.23,26,Africa,Tablet,8.99,1,Credit Card,5,0.08,Documentary
9E919388-Ff51-4Cf3-A822-A64Ebac6A825,27,Other,Standard,22.68,45,North America,Laptop,13.99,0,Crypto,3,0.49,Sci-Fi
Af47B2Dd-417B-4542-8F5F-34D5F6940E36,46,Female,Standard,19.63,30,North America,Mobile,13.99,0,Credit Card,1,0.63,Comedy
4403409B-C5Ff-4F1D-85B6-D7D26093F6A3,43,Female,Basic,0.69,39,South America,Laptop,8.99,1,Debit Card,1,0.02,Action
C46Da64B-C643-414B-9C74-F9C9Cfd93905,21,Other,Standard,2.51,19,South America,Mobile,13.99,1,Crypto,2,0.13,Drama
C1D847E8-Da01-4F2C-Ad47-5Ca849B92F6D,23,Other,Basic,5.62,9,Africa,Tablet,8.99,0,Gift Card,4,0.56,Documentary
Beba695F-A5C0-4418-A080-59Fc806Ea0C6,58,Other,Basic,6.01,12,North America,Desktop,8.99,0,Debit Card,2,0.46,Comedy
722Ad842-9F84-4F22-Ba03-Ec58Ac6C23Da,65,Other,Premium,2.42,48,Africa,Desktop,17.99,1,Gift Card,2,0.05,Comedy
6Ca95308-1B7D-40A9-A8Ff-Fc292007D82F,54,Female,Standard,8.41,55,North America,Mobile,13.99,1,Crypto,4,0.15,Sci-Fi
615E7406-59C1-43A1-A7C2-21Eebf7B480B,31,Male,Basic,4.58,26,North America,Desktop,8.99,1,Paypal,2,0.17,Action
6165Db84-Db8D-46Ac-B332-1C3C11A6A0D0,20,Female,Premium,9.46,35,North America,Mobile,17.99,1,Crypto,2,0.26,Sci-Fi
E4A0A6B2-3105-4153-8233-36A82A6F9B11,54,Female,Premium,11.96,37,Oceania,Desktop,17.99,1,Gift Card,3,0.31,Romance
